"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061687","GO:0061687","detoxification of inorganic compound","4/47","17/18866",7.85619989103422e-08,9.68276636569967e-06,7.38758445893744e-06,"MT1X/MT2A/MT1E/MT1F",4
"GO:0097501","GO:0097501","stress response to metal ion","4/47","17/18866",7.85619989103422e-08,9.68276636569967e-06,7.38758445893744e-06,"MT1X/MT2A/MT1E/MT1F",4
"GO:0071294","GO:0071294","cellular response to zinc ion","4/47","24/18866",3.4630503579975e-07,3.93988575344485e-05,3.00598379252901e-05,"MT1X/MT2A/MT1E/MT1F",4
"GO:0071248","GO:0071248","cellular response to metal ion","7/47","193/18866",4.6788038279579e-07,4.67396086845574e-05,3.56605533680976e-05,"MT1X/MT2A/MT1E/JUNB/BNIP3/MT1F/HMOX1",7
"GO:0046686","GO:0046686","response to cadmium ion","5/47","64/18866",5.26563606317869e-07,4.67396086845574e-05,3.56605533680976e-05,"MT1X/MT2A/MT1E/MT1F/HMOX1",5
"GO:0006735","GO:0006735","NADH regeneration","4/47","27/18866",5.68839050927676e-07,4.67396086845574e-05,3.56605533680976e-05,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0061621","GO:0061621","canonical glycolysis","4/47","27/18866",5.68839050927676e-07,4.67396086845574e-05,3.56605533680976e-05,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0061718","GO:0061718","glucose catabolic process to pyruvate","4/47","27/18866",5.68839050927676e-07,4.67396086845574e-05,3.56605533680976e-05,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","4/47","28/18866",6.6243612390894e-07,4.89871513630661e-05,3.73753434121255e-05,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0071280","GO:0071280","cellular response to copper ion","4/47","28/18866",6.6243612390894e-07,4.89871513630661e-05,3.73753434121255e-05,"MT1X/MT2A/MT1E/MT1F",4
"GO:0061615","GO:0061615","glycolytic process through fructose-6-phosphate","4/47","29/18866",7.67025561486432e-07,5.40205145446873e-05,4.12156091184689e-05,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0055076","GO:0055076","transition metal ion homeostasis","6/47","138/18866",1.15248331444118e-06,7.47607113432475e-05,5.70395947190216e-05,"MT1X/MT2A/MT1E/EPAS1/MT1F/HMOX1",6
"GO:0071241","GO:0071241","cellular response to inorganic substance","7/47","221/18866",1.16260741101737e-06,7.47607113432475e-05,5.70395947190216e-05,"MT1X/MT2A/MT1E/JUNB/BNIP3/MT1F/HMOX1",7
"GO:0006007","GO:0006007","glucose catabolic process","4/47","36/18866",1.87817354111956e-06,0.000115742444471493,8.83071068456215e-05,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0006882","GO:0006882","cellular zinc ion homeostasis","4/47","37/18866",2.10199439427591e-06,0.000124353988365363,9.48773890805801e-05,"MT1X/MT2A/MT1E/MT1F",4
"GO:0055069","GO:0055069","zinc ion homeostasis","4/47","39/18866",2.60824856777045e-06,0.000148369216605096,0.000113200099783398,"MT1X/MT2A/MT1E/MT1F",4
"GO:0010038","GO:0010038","response to metal ion","8/47","366/18866",3.01909037733523e-06,0.000165379061780696,0.000126177968206759,"MT1X/MT2A/NDRG1/MT1E/JUNB/BNIP3/MT1F/HMOX1",8
"GO:0006734","GO:0006734","NADH metabolic process","4/47","41/18866",3.19966778520626e-06,0.000169011023368573,0.000128949017509064,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0046688","GO:0046688","response to copper ion","4/47","43/18866",3.88499823226064e-06,0.000198134909845293,0.00015116944119722,"MT1X/MT2A/MT1E/MT1F",4
"GO:0019674","GO:0019674","NAD metabolic process","4/47","50/18866",7.15801548870897e-06,0.000352890163593352,0.000269241845750737,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0010043","GO:0010043","response to zinc ion","4/47","54/18866",9.75808203485441e-06,0.000464855728887131,0.000354667336654927,"MT1X/MT2A/MT1E/MT1F",4
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","5/47","116/18866",1.00577304424531e-05,0.000464855728887131,0.000354667336654927,"MT1X/MT2A/MT1E/MT1F/HMOX1",5
"GO:0019320","GO:0019320","hexose catabolic process","4/47","56/18866",1.12916850087995e-05,0.000506072791758014,0.000386114396473144,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","8/47","456/18866",1.50592731715178e-05,0.000655078382961023,0.000499800026002076,"CD24/NOL3/ADM/ERO1A/TGM2/SYNPO/BNIP3/ATP1B1",8
"GO:0055074","GO:0055074","calcium ion homeostasis","8/47","468/18866",1.81574856367798e-05,0.000767283464479925,0.000585408258725653,"CD24/NOL3/ADM/ERO1A/TGM2/SYNPO/BNIP3/ATP1B1",8
"GO:0046365","GO:0046365","monosaccharide catabolic process","4/47","66/18866",2.17572159796401e-05,0.000893858956496882,0.000681980571057725,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","6/47","290/18866",7.92008342900277e-05,0.00316589280851219,0.00241545645402303,"CD24/NOL3/ERO1A/BNIP3/MIF/HMOX1",6
"GO:0046034","GO:0046034","ATP metabolic process","6/47","311/18866",0.000116253722443192,0.00452471724982845,0.00345218810136016,"TPI1/PGK1/GAPDH/PFKP/TMSB4X/ATP1B1",6
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","6/47","322/18866",0.000140534056179796,0.00532948382281841,0.00406619455397412,"CD24/NOL3/ADM/ERO1A/TGM2/SYNPO",6
"GO:0006006","GO:0006006","glucose metabolic process","5/47","214/18866",0.000186572743687623,0.00672836813357587,0.00513349036631674,"IGFBP3/TPI1/PGK1/GAPDH/PFKP",5
"GO:0006096","GO:0006096","glycolytic process","4/47","115/18866",0.000190893808183643,0.00672836813357587,0.00513349036631674,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0043114","GO:0043114","regulation of vascular permeability","3/47","45/18866",0.000191069277626901,0.00672836813357587,0.00513349036631674,"C2CD4A/ADM/C2CD4B",3
"GO:0006757","GO:0006757","ATP generation from ADP","4/47","116/18866",0.000197352239531543,0.00678799912249191,0.00517898655514845,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","6/47","357/18866",0.000245624482357097,0.00825633203195787,0.0062992690212155,"CD24/NOL3/ADM/ERO1A/TGM2/SYNPO",6
"GO:0046031","GO:0046031","ADP metabolic process","4/47","124/18866",0.000254834365532042,0.0083755561471531,0.00639023251111926,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0043619","GO:0043619","regulation of transcription from RNA polymerase II promoter in response to oxidative stress","2/47","11/18866",0.000329355347612662,0.010257673228111,0.00782621664747516,"EPAS1/HMOX1",2
"GO:0051561","GO:0051561","positive regulation of mitochondrial calcium ion concentration","2/47","11/18866",0.000329355347612662,0.010257673228111,0.00782621664747516,"TGM2/BNIP3",2
"GO:0006165","GO:0006165","nucleoside diphosphate phosphorylation","4/47","133/18866",0.000332906230526928,0.010257673228111,0.00782621664747516,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0046939","GO:0046939","nucleotide phosphorylation","4/47","135/18866",0.000352344452502581,0.0105085127638569,0.00801759772453263,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","4/47","136/18866",0.000362362509098513,0.0105085127638569,0.00801759772453263,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","4/47","136/18866",0.000362362509098513,0.0105085127638569,0.00801759772453263,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0098754","GO:0098754","detoxification","4/47","138/18866",0.000383008355303037,0.0108936414902537,0.00831143637418737,"MT1X/MT2A/MT1E/MT1F",4
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","4/47","139/18866",0.000393640897122491,0.0109848091857389,0.00838099387716604,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0019318","GO:0019318","hexose metabolic process","5/47","254/18866",0.000411150538561888,0.011056211755146,0.00843547133661902,"IGFBP3/TPI1/PGK1/GAPDH/PFKP",5
"GO:0045926","GO:0045926","negative regulation of growth","5/47","254/18866",0.000411150538561888,0.011056211755146,0.00843547133661902,"MT1X/MT2A/MT1E/IGFBP5/MT1F",5
"GO:0040013","GO:0040013","negative regulation of locomotion","6/47","397/18866",0.000432929485857188,0.0114339769568354,0.00872369189546815,"CITED2/IGFBP3/IGFBP5/ARRDC3/MIF/HMOX1",6
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","6/47","401/18866",0.000456521364657597,0.0118455280408524,0.0090376898044865,"TPI1/PGK1/GAPDH/PFKP/PAPSS2/TMSB4X",6
"GO:0043568","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","2/47","13/18866",0.000465603557010372,0.0118728907037645,0.00905856648121812,"IGFBP3/IGFBP5",2
"GO:0006090","GO:0006090","pyruvate metabolic process","4/47","152/18866",0.000551810289903586,0.0136582880475634,0.01042075711682,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0009259","GO:0009259","ribonucleotide metabolic process","6/47","416/18866",0.000554088764607036,0.0136582880475634,0.01042075711682,"TPI1/PGK1/GAPDH/PFKP/PAPSS2/TMSB4X",6
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","4/47","155/18866",0.000593900013181585,0.014399641303206,0.0109863816070864,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0019693","GO:0019693","ribose phosphate metabolic process","6/47","427/18866",0.000635435589232143,0.0151582134915216,0.0115651434916275,"TPI1/PGK1/GAPDH/PFKP/PAPSS2/TMSB4X",6
"GO:0016239","GO:0016239","positive regulation of macroautophagy","3/47","68/18866",0.000648284066981965,0.015219240239148,0.0116117045915567,"GPSM1/BNIP3/HMOX1",3
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","3/47","69/18866",0.00067657173043926,0.0156351498331198,0.0119290278787975,"IGFBP3/IGFBP5/HMOX1",3
"GO:0010940","GO:0010940","positive regulation of necrotic cell death","2/47","16/18866",0.000712907609667482,0.0162213900722801,0.0123763070050776,"SLC6A6/BNIP3",2
"GO:0006163","GO:0006163","purine nucleotide metabolic process","6/47","442/18866",0.000761016194164862,0.0170536810783308,0.0130113135589271,"TPI1/PGK1/GAPDH/PFKP/PAPSS2/TMSB4X",6
"GO:0005996","GO:0005996","monosaccharide metabolic process","5/47","296/18866",0.000822187695671953,0.0181494865955048,0.0138473717165803,"IGFBP3/TPI1/PGK1/GAPDH/PFKP",5
"GO:0043627","GO:0043627","response to estrogen","3/47","75/18866",0.000862895515256343,0.0187679774568255,0.0143192568475975,"CITED2/CD24/HMOX1",3
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","4/47","173/18866",0.000895687069821579,0.0191988576270451,0.014648002118211,"IGFBP3/IGFBP5/TGM2/HMOX1",4
"GO:0048659","GO:0048659","smooth muscle cell proliferation","4/47","175/18866",0.000934808425774366,0.0197511665960041,0.015069392968874,"IGFBP3/IGFBP5/TGM2/HMOX1",4
"GO:0016241","GO:0016241","regulation of macroautophagy","4/47","176/18866",0.000954814290425418,0.0198897230357633,0.0151751062911201,"GAPDH/GPSM1/BNIP3/HMOX1",4
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","3/47","79/18866",0.00100352965598017,0.0204825002113947,0.0156273728526495,"CIB1/TMSB4X/HMOX1",3
"GO:0034599","GO:0034599","cellular response to oxidative stress","5/47","310/18866",0.00101096857027168,0.0204825002113947,0.0156273728526495,"NOL3/ERO1A/EPAS1/BNIP3/HMOX1",5
"GO:0070588","GO:0070588","calcium ion transmembrane transport","5/47","312/18866",0.00104036457692596,0.0207932325577499,0.0158644498785865,"NOL3/ERO1A/ANXA2/TMEM37/ATP1B1",5
"GO:0072521","GO:0072521","purine-containing compound metabolic process","6/47","472/18866",0.00106936363358527,0.0210878508543014,0.0160892324940829,"TPI1/PGK1/GAPDH/PFKP/PAPSS2/TMSB4X",6
"GO:0003018","GO:0003018","vascular process in circulatory system","4/47","190/18866",0.00126753517915261,0.0246669017100883,0.0188199129093019,"C2CD4A/ADM/C2CD4B/HMOX1",4
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","2/47","22/18866",0.00135933851424493,0.0261098917216657,0.019920859702947,"IGFBP3/IGFBP5",2
"GO:0001892","GO:0001892","embryonic placenta development","3/47","89/18866",0.00141629109460589,0.026855058063104,0.0204893934334347,"ADM/JUNB/EPAS1",3
"GO:0006094","GO:0006094","gluconeogenesis","3/47","91/18866",0.00150981519611978,0.0282660338615337,0.0215659145934765,"TPI1/PGK1/GAPDH",3
"GO:0016052","GO:0016052","carbohydrate catabolic process","4/47","200/18866",0.00153068760757518,0.0282985871450461,0.0215907515173762,"TPI1/PGK1/GAPDH/PFKP",4
"GO:0019319","GO:0019319","hexose biosynthetic process","3/47","94/18866",0.00165723046378376,0.0296653018783478,0.0226335031590256,"TPI1/PGK1/GAPDH",3
"GO:1905954","GO:1905954","positive regulation of lipid localization","3/47","94/18866",0.00165723046378376,0.0296653018783478,0.0226335031590256,"HILPDA/ANXA2/MIF",3
"GO:0010506","GO:0010506","regulation of autophagy","5/47","347/18866",0.00166478705605333,0.0296653018783478,0.0226335031590256,"DEPP1/GAPDH/GPSM1/BNIP3/HMOX1",5
"GO:0030336","GO:0030336","negative regulation of cell migration","5/47","350/18866",0.00172882263878109,0.0304396271756814,0.0232242840698412,"CITED2/IGFBP3/IGFBP5/MIF/HMOX1",5
"GO:0043567","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","2/47","26/18866",0.00190039403274149,0.0326823578421473,0.0249354027307084,"IGFBP3/IGFBP5",2
"GO:0051560","GO:0051560","mitochondrial calcium ion homeostasis","2/47","26/18866",0.00190039403274149,0.0326823578421473,0.0249354027307084,"TGM2/BNIP3",2
"GO:0062197","GO:0062197","cellular response to chemical stress","5/47","360/18866",0.00195542106570197,0.0332421581169335,0.0253625091643377,"NOL3/ERO1A/EPAS1/BNIP3/HMOX1",5
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","3/47","100/18866",0.00197840861460475,0.0332507538750048,0.0253690674025872,"TPI1/PGK1/GAPDH",3
"GO:0018126","GO:0018126","protein hydroxylation","2/47","27/18866",0.00204917409322238,0.0340531290323136,0.0259812492954985,"PLOD2/ERO1A",2
"GO:2000146","GO:2000146","negative regulation of cell motility","5/47","365/18866",0.00207655904878903,0.0341247870350997,0.0260359216409572,"CITED2/IGFBP3/IGFBP5/MIF/HMOX1",5
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","3/47","103/18866",0.00215253166042603,0.0349845530304407,0.0266918905723159,"IGFBP5/TGM2/HMOX1",3
"GO:0002027","GO:0002027","regulation of heart rate","3/47","104/18866",0.00221262078683235,0.0355702841709244,0.0271387812755639,"ADM/DSP/EPAS1",3
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","2/47","30/18866",0.00252752813136031,0.0389578988528313,0.0297234031317285,"CITED2/CDKN1C",2
"GO:0061082","GO:0061082","myeloid leukocyte cytokine production","2/47","30/18866",0.00252752813136031,0.0389578988528313,0.0297234031317285,"MIF/HMOX1",2
"GO:1903846","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","2/47","30/18866",0.00252752813136031,0.0389578988528313,0.0297234031317285,"CITED2/CDKN1C",2
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","3/47","109/18866",0.00252870743060974,0.0389578988528313,0.0297234031317285,"CITED2/EPAS1/HMOX1",3
"GO:0001649","GO:0001649","osteoblast differentiation","4/47","231/18866",0.00258580874586615,0.0394269189189282,0.0300812477001466,"CEBPD/IGFBP3/JUNB/IGFBP5",4
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","2/47","31/18866",0.00269756293023239,0.0407111793246296,0.0310610898089057,"C2CD4A/C2CD4B",2
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","3/47","115/18866",0.00294321304010333,0.043969819053665,0.0335473086548727,"CITED2/EPAS1/HMOX1",3
"GO:0051271","GO:0051271","negative regulation of cellular component movement","5/47","400/18866",0.00308417471987777,0.0456149441069922,0.0348024768390418,"CITED2/IGFBP3/IGFBP5/MIF/HMOX1",5
"GO:0033002","GO:0033002","muscle cell proliferation","4/47","244/18866",0.00314845852398377,0.0461046550195248,0.0351761077406004,"IGFBP3/IGFBP5/TGM2/HMOX1",4
"GO:0018149","GO:0018149","peptide cross-linking","2/47","34/18866",0.00323905139760711,0.0465102623015623,0.0354855707535495,"DSP/TGM2",2
"GO:0050715","GO:0050715","positive regulation of cytokine secretion","2/47","34/18866",0.00323905139760711,0.0465102623015623,0.0354855707535495,"GAPDH/MIF",2
"GO:0009636","GO:0009636","response to toxic substance","4/47","250/18866",0.00343434525448759,0.0488403522248764,0.0372633412227804,"MT1X/MT2A/MT1E/MT1F",4
