"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099504","GO:0099504","synaptic vesicle cycle","4/42","199/18866",0.000982519065866755,0.0351027266259668,0.0258557648912304,"STX1A/ACTG1/ACTB/RAB3B",4
"GO:0051952","GO:0051952","regulation of amine transport","3/42","91/18866",0.00108767332602459,0.0377166720994999,0.0277811298442814,"STX1A/ITGB1/RAB3B",3
"GO:2000209","GO:2000209","regulation of anoikis","2/42","24/18866",0.00129452107624647,0.0431623319029217,0.0317922626846216,"ITGB1/PDK4",2
"GO:0015837","GO:0015837","amine transport","3/42","99/18866",0.00138706646794409,0.0431623319029217,0.0317922626846216,"STX1A/ITGB1/RAB3B",3
"GO:0015874","GO:0015874","norepinephrine transport","2/42","25/18866",0.00140510506982973,0.0431623319029217,0.0317922626846216,"STX1A/ACTB",2
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","4/42","220/18866",0.001423158395227,0.0431623319029217,0.0317922626846216,"STX1A/ACTG1/ACTB/RAB3B",4
"GO:0008585","GO:0008585","female gonad development","3/42","100/18866",0.00142776161510937,0.0431623319029217,0.0317922626846216,"ADCYAP1/INHBA/VGF",3
"GO:0008406","GO:0008406","gonad development","4/42","223/18866",0.0014957318888021,0.0434616676622681,0.0320127457000769,"ADCYAP1/ADGRG1/INHBA/VGF",4
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","3/42","102/18866",0.00151138963032484,0.0434616676622681,0.0320127457000769,"ITGB1/ACTB/CIB1",3
"GO:0046545","GO:0046545","development of primary female sexual characteristics","3/42","105/18866",0.00164250153384458,0.0441742101586481,0.032537586162122,"ADCYAP1/INHBA/VGF",3
"GO:0006836","GO:0006836","neurotransmitter transport","4/42","229/18866",0.00164857103221418,0.0441742101586481,0.032537586162122,"GAD2/STX1A/ITGB1/RAB3B",4
"GO:0045137","GO:0045137","development of primary sexual characteristics","4/42","229/18866",0.00164857103221418,0.0441742101586481,0.032537586162122,"ADCYAP1/ADGRG1/INHBA/VGF",4
"GO:0030900","GO:0030900","forebrain development","5/42","391/18866",0.00168765083075075,0.0442164517656697,0.0325687002425584,"ADCYAP1/ADGRG1/NPY/ID4/INHBA",5
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","4/42","235/18866",0.00181198054765889,0.0464418492541267,0.0342078707509973,"GAD2/STX1A/ITGB1/RAB3B",4
"GO:0002526","GO:0002526","acute inflammatory response","3/42","111/18866",0.00192562339676313,0.0473176764558749,0.0348529825240809,"ADCYAP1/C2CD4B/C2CD4A",3
"GO:0045765","GO:0045765","regulation of angiogenesis","5/42","403/18866",0.00192641939769465,0.0473176764558749,0.0348529825240809,"TNFRSF12A/ITGB1/JAK1/ID1/CIB1",5
