"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060259","GO:0060259","regulation of feeding behavior","1/4","25/18866",0.00529043387518757,0.0388234493275949,0.011045078044835,"INS",1
"GO:1903859","GO:1903859","regulation of dendrite extension","1/4","25/18866",0.00529043387518757,0.0388234493275949,0.011045078044835,"REG1A",1
"GO:0000272","GO:0000272","polysaccharide catabolic process","1/4","26/18866",0.00550161365675417,0.0388234493275949,0.011045078044835,"INS",1
"GO:0035902","GO:0035902","response to immobilization stress","1/4","26/18866",0.00550161365675417,0.0388234493275949,0.011045078044835,"REG1A",1
"GO:0031954","GO:0031954","positive regulation of protein autophosphorylation","1/4","27/18866",0.00571275981096742,0.0388234493275949,0.011045078044835,"INS",1
"GO:1900078","GO:1900078","positive regulation of cellular response to insulin stimulus","1/4","27/18866",0.00571275981096742,0.0388234493275949,0.011045078044835,"INS",1
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","1/4","27/18866",0.00571275981096742,0.0388234493275949,0.011045078044835,"INS",1
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","1/4","29/18866",0.00613495125161179,0.0406387855681888,0.0115615321673368,"INS",1
"GO:0005979","GO:0005979","regulation of glycogen biosynthetic process","1/4","30/18866",0.00634599654518264,0.0406387855681888,0.0115615321673368,"INS",1
"GO:0010962","GO:0010962","regulation of glucan biosynthetic process","1/4","30/18866",0.00634599654518264,0.0406387855681888,0.0115615321673368,"INS",1
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity","1/4","31/18866",0.00655700822567862,0.0411978063990751,0.0117205708105477,"INS",1
"GO:0097421","GO:0097421","liver regeneration","1/4","32/18866",0.00676798629666853,0.0417359154961226,0.0118736601695939,"REG1A",1
"GO:0032148","GO:0032148","activation of protein kinase B activity","1/4","34/18866",0.00718984162440728,0.0427538796594219,0.0121632659059522,"INS",1
"GO:0050715","GO:0050715","positive regulation of cytokine secretion","1/4","34/18866",0.00718984162440728,0.0427538796594219,0.0121632659059522,"INS",1
"GO:0045922","GO:0045922","negative regulation of fatty acid metabolic process","1/4","35/18866",0.0074007188882933,0.0429601751095562,0.0122219559344399,"INS",1
"GO:0070873","GO:0070873","regulation of glycogen metabolic process","1/4","36/18866",0.00761156255694839,0.0429601751095562,0.0122219559344399,"INS",1
"GO:0097484","GO:0097484","dendrite extension","1/4","36/18866",0.00761156255694839,0.0429601751095562,0.0122219559344399,"REG1A",1
"GO:0045730","GO:0045730","respiratory burst","1/4","37/18866",0.00782237263394103,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","1/4","38/18866",0.00803314912283926,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0046326","GO:0046326","positive regulation of glucose import","1/4","39/18866",0.0082438920272111,0.0434127101578301,0.0123506999026544,"INS",1
"GO:1903427","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","1/4","40/18866",0.0084546013506237,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0051354","GO:0051354","negative regulation of oxidoreductase activity","1/4","41/18866",0.00866527709664477,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0010907","GO:0010907","positive regulation of glucose metabolic process","1/4","42/18866",0.00887591926884213,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","1/4","43/18866",0.00908652787078235,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","1/4","44/18866",0.00929710290603281,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0010677","GO:0010677","negative regulation of cellular carbohydrate metabolic process","1/4","45/18866",0.00950764437815987,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0010828","GO:0010828","positive regulation of glucose transmembrane transport","1/4","45/18866",0.00950764437815987,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0005978","GO:0005978","glycogen biosynthetic process","1/4","46/18866",0.00971815229073036,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0009250","GO:0009250","glucan biosynthetic process","1/4","46/18866",0.00971815229073036,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0044275","GO:0044275","cellular carbohydrate catabolic process","1/4","46/18866",0.00971815229073036,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0006953","GO:0006953","acute-phase response","1/4","47/18866",0.00992862664731042,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","1/4","48/18866",0.0101390674514663,0.0434127101578301,0.0123506999026544,"INS",1
"GO:1900271","GO:1900271","regulation of long-term synaptic potentiation","1/4","48/18866",0.0101390674514663,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0002673","GO:0002673","regulation of acute inflammatory response","1/4","49/18866",0.0103494747067642,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0006111","GO:0006111","regulation of gluconeogenesis","1/4","49/18866",0.0103494747067642,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","1/4","50/18866",0.0105598484167695,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0050873","GO:0050873","brown fat cell differentiation","1/4","50/18866",0.0105598484167695,0.0434127101578301,0.0123506999026544,"INS",1
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","1/4","50/18866",0.0105598484167695,0.0434127101578301,0.0123506999026544,"INS",1
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","1/4","50/18866",0.0105598484167695,0.0434127101578301,0.0123506999026544,"INS",1
"GO:0045912","GO:0045912","negative regulation of carbohydrate metabolic process","1/4","51/18866",0.0107701885850485,0.0437374731563556,0.0124430933588494,"INS",1
"GO:0050999","GO:0050999","regulation of nitric-oxide synthase activity","1/4","52/18866",0.0109804952151659,0.0440542759837377,0.0125332221859851,"INS",1
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","1/4","55/18866",0.0116112139122018,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","1/4","57/18866",0.01203152541811,0.0453772082778638,0.0129095898372301,"INS",1
"GO:1900408","GO:1900408","negative regulation of cellular response to oxidative stress","1/4","58/18866",0.0122416308941232,0.0453772082778638,0.0129095898372301,"INS",1
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","1/4","58/18866",0.0122416308941232,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0050707","GO:0050707","regulation of cytokine secretion","1/4","59/18866",0.0124517028569273,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0050994","GO:0050994","regulation of lipid catabolic process","1/4","60/18866",0.0126617413100869,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0097755","GO:0097755","positive regulation of blood vessel diameter","1/4","60/18866",0.0126617413100869,0.0453772082778638,0.0129095898372301,"INS",1
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","1/4","60/18866",0.0126617413100869,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0043954","GO:0043954","cellular component maintenance","1/4","61/18866",0.0128717462571656,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0046324","GO:0046324","regulation of glucose import","1/4","61/18866",0.0128717462571656,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0010676","GO:0010676","positive regulation of cellular carbohydrate metabolic process","1/4","62/18866",0.0130817177017265,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0045824","GO:0045824","negative regulation of innate immune response","1/4","62/18866",0.0130817177017265,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0055081","GO:0055081","anion homeostasis","1/4","62/18866",0.0130817177017265,0.0453772082778638,0.0129095898372301,"INS",1
"GO:0006521","GO:0006521","regulation of cellular amino acid metabolic process","1/4","63/18866",0.0132916556473334,0.0456301168099176,0.0129815410554531,"INS",1
"GO:0032768","GO:0032768","regulation of monooxygenase activity","1/4","66/18866",0.01392126852606,0.0463578241917799,0.0131885701825832,"INS",1
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","1/4","66/18866",0.01392126852606,0.0463578241917799,0.0131885701825832,"INS",1
"GO:2000378","GO:2000378","negative regulation of reactive oxygen species metabolic process","1/4","66/18866",0.01392126852606,0.0463578241917799,0.0131885701825832,"INS",1
"GO:0050795","GO:0050795","regulation of behavior","1/4","70/18866",0.0147602835951469,0.047001461528625,0.0133716818004623,"INS",1
"GO:0033692","GO:0033692","cellular polysaccharide biosynthetic process","1/4","71/18866",0.0149699536773782,0.047001461528625,0.0133716818004623,"INS",1
"GO:0051785","GO:0051785","positive regulation of nuclear division","1/4","71/18866",0.0149699536773782,0.047001461528625,0.0133716818004623,"INS",1
"GO:0045600","GO:0045600","positive regulation of fat cell differentiation","1/4","72/18866",0.0151795902927169,0.047001461528625,0.0133716818004623,"INS",1
"GO:0050663","GO:0050663","cytokine secretion","1/4","72/18866",0.0151795902927169,0.047001461528625,0.0133716818004623,"INS",1
"GO:0005977","GO:0005977","glycogen metabolic process","1/4","73/18866",0.0153891934447244,0.047001461528625,0.0133716818004623,"INS",1
"GO:0006073","GO:0006073","cellular glucan metabolic process","1/4","74/18866",0.015598763136962,0.047001461528625,0.0133716818004623,"INS",1
"GO:0044042","GO:0044042","glucan metabolic process","1/4","74/18866",0.015598763136962,0.047001461528625,0.0133716818004623,"INS",1
"GO:0031100","GO:0031100","animal organ regeneration","1/4","75/18866",0.015808299372991,0.047001461528625,0.0133716818004623,"REG1A",1
"GO:0046323","GO:0046323","glucose import","1/4","75/18866",0.015808299372991,0.047001461528625,0.0133716818004623,"INS",1
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","1/4","75/18866",0.015808299372991,0.047001461528625,0.0133716818004623,"REG1A",1
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","1/4","75/18866",0.015808299372991,0.047001461528625,0.0133716818004623,"INS",1
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","1/4","77/18866",0.0162272714906651,0.0478201894370926,0.0136046058142511,"INS",1
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","1/4","78/18866",0.016436707379432,0.0479732859139349,0.013648160999697,"INS",1
"GO:0010827","GO:0010827","regulation of glucose transmembrane transport","1/4","79/18866",0.0166461098262319,0.0479732859139349,0.013648160999697,"INS",1
"GO:0006110","GO:0006110","regulation of glycolytic process","1/4","80/18866",0.0168554788346258,0.0479732859139349,0.013648160999697,"INS",1
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","1/4","80/18866",0.0168554788346258,0.0479732859139349,0.013648160999697,"INS",1
"GO:0033238","GO:0033238","regulation of cellular amine metabolic process","1/4","81/18866",0.0170648144081731,0.0481574847281495,0.0137005646452772,"INS",1
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","1/4","84/18866",0.0176926205553332,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0097061","GO:0097061","dendritic spine organization","1/4","84/18866",0.0176926205553332,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0006112","GO:0006112","energy reserve metabolic process","1/4","86/18866",0.0181109908777978,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0034637","GO:0034637","cellular carbohydrate biosynthetic process","1/4","86/18866",0.0181109908777978,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0097756","GO:0097756","negative regulation of blood vessel diameter","1/4","86/18866",0.0181109908777978,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0060291","GO:0060291","long-term synaptic potentiation","1/4","87/18866",0.0183201259170146,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","1/4","88/18866",0.0185292275462989,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","1/4","88/18866",0.0185292275462989,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0043470","GO:0043470","regulation of carbohydrate catabolic process","1/4","90/18866",0.0189473305893044,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0006094","GO:0006094","gluconeogenesis","1/4","91/18866",0.0191563320101419,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0106027","GO:0106027","neuron projection organization","1/4","92/18866",0.0193653000352796,0.0484549441368466,0.0137851903661015,"INS",1
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","1/4","92/18866",0.0193653000352796,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","1/4","93/18866",0.019574234668275,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0019319","GO:0019319","hexose biosynthetic process","1/4","94/18866",0.0197831359126862,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0050709","GO:0050709","negative regulation of protein secretion","1/4","95/18866",0.0199920037720696,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0036473","GO:0036473","cell death in response to oxidative stress","1/4","97/18866",0.020409639349983,0.0484549441368466,0.0137851903661015,"INS",1
"GO:1990868","GO:1990868","response to chemokine","1/4","97/18866",0.020409639349983,0.0484549441368466,0.0137851903661015,"REG1A",1
"GO:1990869","GO:1990869","cellular response to chemokine","1/4","97/18866",0.020409639349983,0.0484549441368466,0.0137851903661015,"REG1A",1
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","1/4","98/18866",0.0206184070756265,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","1/4","98/18866",0.0206184070756265,0.0484549441368466,0.0137851903661015,"INS",1
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","1/4","98/18866",0.0206184070756265,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","1/4","99/18866",0.0208271414304697,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0090277","GO:0090277","positive regulation of peptide hormone secretion","1/4","99/18866",0.0208271414304697,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","1/4","100/18866",0.021035842418069,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0002792","GO:0002792","negative regulation of peptide secretion","1/4","101/18866",0.0212445100419808,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","1/4","101/18866",0.0212445100419808,0.0484549441368466,0.0137851903661015,"INS",1
"GO:0044264","GO:0044264","cellular polysaccharide metabolic process","1/4","101/18866",0.0212445100419808,0.0484549441368466,0.0137851903661015,"INS",1
"GO:1902882","GO:1902882","regulation of response to oxidative stress","1/4","101/18866",0.0212445100419808,0.0484549441368466,0.0137851903661015,"INS",1
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","1/4","102/18866",0.0214531443057607,0.0485979391416212,0.0138258717330359,"INS",1
"GO:0007631","GO:0007631","feeding behavior","1/4","105/18866",0.022078846971867,0.0493440002794075,0.0140381224123492,"INS",1
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","1/4","105/18866",0.022078846971867,0.0493440002794075,0.0140381224123492,"INS",1
"GO:0099175","GO:0099175","regulation of postsynapse organization","1/4","107/18866",0.02249581534713,0.0496099768913528,0.0141137914342398,"INS",1
"GO:1903426","GO:1903426","regulation of reactive oxygen species biosynthetic process","1/4","107/18866",0.02249581534713,0.0496099768913528,0.0141137914342398,"INS",1
