"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","6/48","109/18866",3.26162940474132e-07,2.24780626476756e-05,1.58074582992945e-05,"HSPA1A/DNAJB1/BAG3/UBB/ATF3/DDIT3",6
"GO:0071294","GO:0071294","cellular response to zinc ion","4/48","24/18866",3.77466729309782e-07,2.49731988111352e-05,1.75621362478867e-05,"MT2A/MT1E/MT1X/MT1G",4
"GO:0050821","GO:0050821","protein stabilization","7/48","187/18866",4.38789992329799e-07,2.74458767979371e-05,1.93010207227904e-05,"HSPA1A/HSPA1B/HSP90AA1/CRYAB/BAG3/HSPD1/HSP90AB1",7
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","6/48","115/18866",4.48028218587849e-07,2.74458767979371e-05,1.93010207227904e-05,"HSPA1A/DNAJB1/BAG3/UBB/ATF3/DDIT3",6
"GO:0071280","GO:0071280","cellular response to copper ion","4/48","28/18866",7.21921938085039e-07,4.17015732532704e-05,2.93261875166192e-05,"MT2A/MT1E/MT1X/MT1G",4
"GO:0031647","GO:0031647","regulation of protein stability","8/48","296/18866",7.3116422269942e-07,4.17015732532704e-05,2.93261875166192e-05,"HSPA1A/HSPA1B/HSP90AA1/CRYAB/BAG3/HSPD1/NR1D1/HSP90AB1",8
"GO:0007050","GO:0007050","cell cycle arrest","7/48","234/18866",1.97193835811921e-06,0.000108719534810972,7.64558556393589e-05,"PPP1R15A/RGCC/MLF1/HSP90AB1/GADD45A/DDIT3/INHBA",7
"GO:0006882","GO:0006882","cellular zinc ion homeostasis","4/48","37/18866",2.28987734411579e-06,0.000122176036360243,8.59189971221716e-05,"MT2A/MT1E/MT1X/MT1G",4
"GO:0071276","GO:0071276","cellular response to cadmium ion","4/48","38/18866",2.55450402794148e-06,0.000132035926944225,9.28528602261623e-05,"MT2A/MT1E/MT1X/MT1G",4
"GO:0055069","GO:0055069","zinc ion homeostasis","4/48","39/18866",2.84114157369599e-06,0.000142401459481611,0.000100142310651804,"MT2A/MT1E/MT1X/MT1G",4
"GO:0097201","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","3/48","12/18866",3.34619817765858e-06,0.000162782699583744,0.000114475200814636,"HSPA1A/DNAJB1/BAG3",3
"GO:0046688","GO:0046688","response to copper ion","4/48","43/18866",4.23117716222628e-06,0.000199953343609208,0.000140615060579249,"MT2A/MT1E/MT1X/MT1G",4
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","8/48","413/18866",8.6387647665744e-06,0.000396903247886501,0.000279117984417097,"HSPA1A/HSPA1B/HSPB1/UBB/ATF3/DNAJA1/DDIT3/INHBA",8
"GO:0071248","GO:0071248","cellular response to metal ion","6/48","193/18866",9.10301692689218e-06,0.000406929459380532,0.00028616881093075,"MT2A/JUND/CACYBP/MT1E/MT1X/MT1G",6
"GO:0010043","GO:0010043","response to zinc ion","4/48","54/18866",1.06226497792305e-05,0.00046236480881177,0.000325153130361488,"MT2A/MT1E/MT1X/MT1G",4
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","5/48","117/18866",1.16490213758021e-05,0.000494037983476326,0.000347426953313397,"HSPA1A/HSPA1B/CRYAB/TPPP3/FKBP4",5
"GO:0031396","GO:0031396","regulation of protein ubiquitination","6/48","211/18866",1.51188896725572e-05,0.000618305173448982,0.000434816531955149,"HSPA1A/HSPA1B/HSP90AA1/UBB/HSP90AB1/DNAJA1",6
"GO:0001819","GO:0001819","positive regulation of cytokine production","8/48","447/18866",1.53267908775141e-05,0.000618305173448982,0.000434816531955149,"HSPA1A/HSPA1B/HSPB1/RGCC/HSPD1/PLCG2/DDIT3/HILPDA",8
"GO:0071241","GO:0071241","cellular response to inorganic substance","6/48","221/18866",1.96469260710202e-05,0.000748291517171554,0.000526228044596555,"MT2A/JUND/CACYBP/MT1E/MT1X/MT1G",6
"GO:0036499","GO:0036499","PERK-mediated unfolded protein response","3/48","21/18866",1.9906183044467e-05,0.000748291517171554,0.000526228044596555,"PPP1R15A/ATF3/DDIT3",3
"GO:0140467","GO:0140467","integrated stress response signaling","3/48","21/18866",1.9906183044467e-05,0.000748291517171554,0.000526228044596555,"PPP1R15A/ATF3/DDIT3",3
"GO:0046686","GO:0046686","response to cadmium ion","4/48","64/18866",2.09476310855986e-05,0.000769941818124003,0.000541453388294421,"MT2A/MT1E/MT1X/MT1G",4
"GO:0051051","GO:0051051","negative regulation of transport","8/48","483/18866",2.67187970707301e-05,0.000960715007717122,0.000675612603275899,"HSPA1A/CRYAB/BAG3/RGCC/RGS2/GEM/INHBA/PACSIN2",8
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","5/48","140/18866",2.77508159693046e-05,0.000976592544962337,0.000686778312342253,"HSP90AA1/BAG3/HSPD1/DNAJA1/DDIT3",5
"GO:0070585","GO:0070585","protein localization to mitochondrion","5/48","144/18866",3.17709213033675e-05,0.00109477299657854,0.000769887457022392,"HSP90AA1/BAG3/HSPD1/DNAJA1/DDIT3",5
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","6/48","242/18866",3.27333574227336e-05,0.00110491781994289,0.000777021696071336,"HSPA1A/HSPA1B/HSP90AA1/UBB/HSP90AB1/DNAJA1",6
"GO:0038034","GO:0038034","signal transduction in absence of ligand","4/48","75/18866",3.92588972700443e-05,0.00125707597086205,0.000884025296125863,"HSPA1A/HSPA1B/BAG3/INHBA",4
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","4/48","75/18866",3.92588972700443e-05,0.00125707597086205,0.000884025296125863,"HSPA1A/HSPA1B/BAG3/INHBA",4
"GO:0036293","GO:0036293","response to decreased oxygen levels","7/48","371/18866",3.95211308856268e-05,0.00125707597086205,0.000884025296125863,"CRYAB/ADM/RGCC/HSPD1/UBB/CPEB4/HILPDA",7
"GO:0046785","GO:0046785","microtubule polymerization","4/48","77/18866",4.35480485506173e-05,0.00135902777929662,0.000955721820227052,"HSPA1A/HSPA1B/TPPP3/FKBP4",4
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","6/48","260/18866",4.88516406081471e-05,0.00149630765862732,0.0010522624341521,"HSPA1A/HSPA1B/HSP90AA1/UBB/ZFAND2A/HSP90AB1",6
"GO:0070482","GO:0070482","response to oxygen levels","7/48","396/18866",5.96848746392764e-05,0.00179488695733388,0.00126223514787369,"CRYAB/ADM/RGCC/HSPD1/UBB/CPEB4/HILPDA",7
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","5/48","166/18866",6.26174386455756e-05,0.00184945077713896,0.00130060657337145,"HSPA1A/HSPB1/UBB/DNAJA1/DDIT3",5
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","6/48","288/18866",8.60213010009178e-05,0.00249542036462129,0.00175487781003407,"HSP90AA1/CRYAB/PDK4/HSPD1/HSP90AB1/GADD45A",6
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","3/48","34/18866",8.75056717944588e-05,0.00249542036462129,0.00175487781003407,"HSPA1A/HSPA1B/INHBA",3
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","6/48","290/18866",8.9358492157981e-05,0.00250506688185255,0.00176166162059891,"HSPA1A/HSPB1/PPP1R15A/UBB/DNAJA1/DDIT3",6
"GO:0070423","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","3/48","37/18866",0.000113015562449756,0.00311546233819826,0.00219091572819263,"HSPA1A/HSPA1B/UBB",3
"GO:0030308","GO:0030308","negative regulation of cell growth","5/48","190/18866",0.000118441247329951,0.00321150529645474,0.00225845691630019,"HSPA1A/HSPA1B/CRYAB/RGS2/INHBA",5
"GO:0035872","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","3/48","38/18866",0.000122483653171625,0.00326754777977207,0.00229786819617395,"HSPA1A/HSPA1B/UBB",3
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","5/48","193/18866",0.00012747066667747,0.00334661083626247,0.00235346844909949,"HSPA1A/HSPA1B/UBB/ZFAND2A/HSP90AB1",5
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","5/48","200/18866",0.000150593220951322,0.00389189355396074,0.00273693271630282,"HSP90AA1/CRYAB/HSPD1/HSP90AB1/GADD45A",5
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","5/48","201/18866",0.000154142161836244,0.00392232516426381,0.00275833342233279,"HSPA1A/HSPA1B/HSPD1/UBB/NR1D1",5
"GO:0042594","GO:0042594","response to starvation","5/48","206/18866",0.000172858177453634,0.00433193068951985,0.0030463841481063,"ADM/PDK4/CPEB4/ATF3/DDIT3",5
"GO:0010498","GO:0010498","proteasomal protein catabolic process","7/48","483/18866",0.000204855491879516,0.00504625249263387,0.00354872335286733,"HSPA1A/HSPA1B/UBB/ZFAND2A/NR1D1/HSP90AB1/DDIT3",7
"GO:0042326","GO:0042326","negative regulation of phosphorylation","7/48","484/18866",0.000207463826783013,0.00504625249263387,0.00354872335286733,"HSPB1/ATF3/RGS2/GADD45A/GADD45B/DNAJA1/INHBA",7
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","4/48","116/18866",0.000214277679399035,0.00513645335834787,0.00361215615157793,"MT2A/MT1E/MT1X/MT1G",4
"GO:0016049","GO:0016049","cell growth","7/48","490/18866",0.000223684968557786,0.0052853562570654,0.00371687053017073,"HSPA1A/HSPA1B/HSP90AA1/CRYAB/RGS2/HSP90AB1/INHBA",7
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","7/48","492/18866",0.00022931462811301,0.00534206189998476,0.00375674816997592,"MT2A/ADM/PLCG2/MT1E/MT1X/MT1G/DDIT3",7
"GO:0009409","GO:0009409","response to cold","3/48","48/18866",0.000246679993629383,0.00558916040360274,0.00393051756251577,"HSP90AA1/ADM/HSPD1",3
"GO:2001239","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","3/48","48/18866",0.000246679993629383,0.00558916040360274,0.00393051756251577,"HSPA1A/HSPA1B/INHBA",3
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","5/48","225/18866",0.000260267677903354,0.00581733431421822,0.00409097843646098,"HSPA1A/HSPA1B/UBB/ZFAND2A/HSP90AB1",5
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","3/48","50/18866",0.000278544385393384,0.0059589554268962,0.00419057197652918,"HSPA1A/HSPA1B/INHBA",3
"GO:0051409","GO:0051409","response to nitrosative stress","2/48","10/18866",0.000281556436441523,0.0059589554268962,0.00419057197652918,"DNAJA1/DDIT3",2
"GO:0070424","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway","2/48","10/18866",0.000281556436441523,0.0059589554268962,0.00419057197652918,"HSPA1A/HSPA1B",2
"GO:0001666","GO:0001666","response to hypoxia","6/48","359/18866",0.00028468815753216,0.0059589554268962,0.00419057197652918,"CRYAB/ADM/RGCC/HSPD1/UBB/HILPDA",6
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","5/48","230/18866",0.000288040771426812,0.0059589554268962,0.00419057197652918,"HSPA1A/HSPA1B/BAG3/ATF3/INHBA",5
"GO:0032271","GO:0032271","regulation of protein polymerization","5/48","231/18866",0.000293855570929579,0.0059589554268962,0.00419057197652918,"HSPA1A/HSPA1B/HSP90AA1/TPPP3/FKBP4",5
"GO:0006984","GO:0006984","ER-nucleus signaling pathway","3/48","51/18866",0.000295425843413234,0.0059589554268962,0.00419057197652918,"PPP1R15A/ATF3/DDIT3",3
"GO:0031113","GO:0031113","regulation of microtubule polymerization","3/48","51/18866",0.000295425843413234,0.0059589554268962,0.00419057197652918,"HSPA1A/HSPA1B/FKBP4",3
"GO:0010038","GO:0010038","response to metal ion","6/48","366/18866",0.000315664439504832,0.00629046967398785,0.00442370584214127,"MT2A/JUND/CACYBP/MT1E/MT1X/MT1G",6
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","4/48","131/18866",0.000340985955723916,0.00660764989096397,0.00464675945364678,"HSPA1A/HSPA1B/ZFAND2A/HSP90AB1",4
"GO:1903265","GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","2/48","11/18866",0.000343565834717595,0.00660764989096397,0.00464675945364678,"HSPA1A/HSPA1B",2
"GO:1990440","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","2/48","11/18866",0.000343565834717595,0.00660764989096397,0.00464675945364678,"ATF3/DDIT3",2
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","3/48","54/18866",0.000349994308371666,0.00665391478214639,0.00467929474592488,"HSPA1A/HSPA1B/DDIT3",3
"GO:0032781","GO:0032781","positive regulation of ATPase activity","3/48","55/18866",0.000369526607467183,0.00694542055398546,0.00488429307716791,"DNAJB1/DNAJB4/DNAJA1",3
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","5/48","246/18866",0.000392246002745425,0.00728960548922396,0.0051263374693518,"HSPB1/RGS2/GADD45A/GADD45B/DNAJA1",5
"GO:0032273","GO:0032273","positive regulation of protein polymerization","4/48","137/18866",0.000404181066470043,0.00738916815289146,0.00519635385282573,"HSPA1A/HSPA1B/HSP90AA1/TPPP3",4
"GO:0000185","GO:0000185","activation of MAPKKK activity","2/48","12/18866",0.000411609762025582,0.00738916815289146,0.00519635385282573,"GADD45A/GADD45B",2
"GO:0055076","GO:0055076","transition metal ion homeostasis","4/48","138/18866",0.000415473179092446,0.00738916815289146,0.00519635385282573,"MT2A/MT1E/MT1X/MT1G",4
"GO:0098754","GO:0098754","detoxification","4/48","138/18866",0.000415473179092446,0.00738916815289146,0.00519635385282573,"MT2A/MT1E/MT1X/MT1G",4
"GO:1902947","GO:1902947","regulation of tau-protein kinase activity","2/48","13/18866",0.00048565839514758,0.00846349549905515,0.00595186312381845,"HSP90AA1/HSP90AB1",2
"GO:0042176","GO:0042176","regulation of protein catabolic process","6/48","397/18866",0.000486113707624086,0.00846349549905515,0.00595186312381845,"HSPA1A/HSPA1B/HSP90AA1/UBB/ZFAND2A/HSP90AB1",6
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity","4/48","148/18866",0.00054112768744397,0.00927281148530549,0.006521005976747,"HSPB1/RGS2/GADD45A/DNAJA1",4
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","5/48","265/18866",0.000550492884555571,0.00927281148530549,0.006521005976747,"HSPA1A/HSPA1B/UBB/NR1D1/FKBP4",5
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","3/48","63/18866",0.000551417864633645,0.00927281148530549,0.006521005976747,"HSPA1A/PPP1R15A/DDIT3",3
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","4/48","149/18866",0.000555023178382856,0.00927281148530549,0.006521005976747,"HSPA1A/HSPA1B/HSP90AA1/ZFAND2A",4
"GO:0070431","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","2/48","14/18866",0.000565682018092779,0.00935638057925457,0.00657977505255286,"HSPA1A/HSPA1B",2
"GO:0033673","GO:0033673","negative regulation of kinase activity","5/48","268/18866",0.000579312110137896,0.00948695277394138,0.00667159855864903,"HSPB1/RGS2/GADD45A/GADD45B/DNAJA1",5
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","5/48","270/18866",0.00059914612806623,0.00971556564530926,0.00683236812707104,"HSPA1A/HSPA1B/RGCC/UBB/DDIT3",5
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","6/48","424/18866",0.000686784195749102,0.010969301650876,0.00771404462815374,"HSPA1A/HSPA1B/UBB/ZFAND2A/HSP90AB1/DDIT3",6
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","3/48","68/18866",0.000689726343223158,0.010969301650876,0.00771404462815374,"HSPA1A/HSPA1B/UBB",3
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","4/48","159/18866",0.000708278735004478,0.011157076454261,0.00784609525994936,"HSPA1A/HSPA1B/ZFAND2A/HSP90AB1",4
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","3/48","69/18866",0.000719794029586353,0.0112315030654323,0.00789843498205482,"HSP90AA1/RGCC/HSP90AB1",3
"GO:0061684","GO:0061684","chaperone-mediated autophagy","2/48","16/18866",0.000743535903619682,0.011493536304551,0.0080827070683694,"HSP90AA1/BAG3",2
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","4/48","162/18866",0.000759563738292069,0.0116325779919915,0.0081804866550949,"HSPA1A/HSPA1B/ATF3/INHBA",4
"GO:0051403","GO:0051403","stress-activated MAPK cascade","5/48","286/18866",0.000776760507049904,0.0117868062262435,0.00828894601921916,"CRYAB/UBB/GADD45A/GADD45B/DNAJA1",5
"GO:0071850","GO:0071850","mitotic cell cycle arrest","2/48","17/18866",0.000841307267350548,0.0125362362179983,0.00881597468394837,"RGCC/GADD45A",2
"GO:1901673","GO:1901673","regulation of mitotic spindle assembly","2/48","17/18866",0.000841307267350548,0.0125362362179983,0.00881597468394837,"HSPA1A/HSPA1B",2
"GO:0048608","GO:0048608","reproductive structure development","6/48","443/18866",0.00086284587927573,0.0127423846814469,0.00896094639661355,"ADM/TPPP3/UBB/HSP90AB1/FKBP4/INHBA",6
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","6/48","444/18866",0.000872994782908424,0.012778171424164,0.00898611304251336,"HSPB1/ATF3/RGS2/GADD45A/GADD45B/DNAJA1",6
"GO:0061458","GO:0061458","reproductive system development","6/48","447/18866",0.000903996917858406,0.013032997407468,0.00916531670289071,"ADM/TPPP3/UBB/HSP90AB1/FKBP4/INHBA",6
"GO:0051348","GO:0051348","negative regulation of transferase activity","5/48","296/18866",0.000906163664969059,0.013032997407468,0.00916531670289071,"HSPB1/RGS2/GADD45A/GADD45B/DNAJA1",5
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","6/48","449/18866",0.000925133597486684,0.0131911290538187,0.00927652110002528,"HSPA1A/HSPA1B/HSP90AA1/CRYAB/TPPP3/FKBP4",6
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","5/48","300/18866",0.000962191476891688,0.0134869890066004,0.00948458146267007,"CRYAB/UBB/GADD45A/GADD45B/DNAJA1",5
"GO:0051258","GO:0051258","protein polymerization","5/48","300/18866",0.000962191476891688,0.0134869890066004,0.00948458146267007,"HSPA1A/HSPA1B/HSP90AA1/TPPP3/FKBP4",5
"GO:0010632","GO:0010632","regulation of epithelial cell migration","5/48","301/18866",0.000976593229154206,0.0135738252186643,0.0095456481045148,"HSPB1/RGCC/DNAJA4/PLCG2/GADD45A",5
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","6/48","455/18866",0.000990843761445167,0.0136571298452525,0.00960423119646412,"HSPA1A/HSPA1B/RGCC/UBB/BHLHE40/DDIT3",6
"GO:0043462","GO:0043462","regulation of ATPase activity","3/48","79/18866",0.00106722028104798,0.0145882838417632,0.0102590553332581,"DNAJB1/DNAJB4/DNAJA1",3
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","3/48","80/18866",0.00110682842771543,0.0150056903232896,0.0105525919984949,"HSPA1A/HSPA1B/DNAJA1",3
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance","2/48","20/18866",0.00116964787311508,0.0157284356270922,0.011060854940455,"ZFAND2A/ATF3",2
"GO:0021954","GO:0021954","central nervous system neuron development","3/48","82/18866",0.00118880773335799,0.015808007497555,0.0111168130113907,"HSP90AA1/UBB/HSP90AB1",3
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","4/48","183/18866",0.00119468013131461,0.015808007497555,0.0111168130113907,"UBB/ATF3/DDIT3/INHBA",4
"GO:0031667","GO:0031667","response to nutrient levels","6/48","473/18866",0.00120977892117993,0.015880748695489,0.0111679674845767,"ADM/PDK4/CPEB4/ATF3/DDIT3/SST",6
"GO:0010893","GO:0010893","positive regulation of steroid biosynthetic process","2/48","21/18866",0.00129067331417515,0.0165370447752032,0.0116295007169856,"ADM/NR1D1",2
"GO:0030728","GO:0030728","ovulation","2/48","21/18866",0.00129067331417515,0.0165370447752032,0.0116295007169856,"RGS2/INHBA",2
"GO:0032516","GO:0032516","positive regulation of phosphoprotein phosphatase activity","2/48","21/18866",0.00129067331417515,0.0165370447752032,0.0116295007169856,"PPP1R15A/HSP90AB1",2
"GO:1901214","GO:1901214","regulation of neuron death","5/48","321/18866",0.00129976772719251,0.0165370447752032,0.0116295007169856,"HSPD1/UBB/CPEB4/HSP90AB1/DDIT3",5
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","3/48","85/18866",0.00131880552707323,0.01665117818152,0.011709763820136,"HSPA1A/HSPA1B/FKBP4",3
"GO:0071496","GO:0071496","cellular response to external stimulus","5/48","326/18866",0.00139164006311994,0.0174376717000029,0.0122628570155306,"BAG3/PDK4/CPEB4/ATF3/GADD45A",5
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","3/48","87/18866",0.00141024921570086,0.0175379864869867,0.0123334023217211,"HSPA1A/HSPA1B/ZFAND2A",3
"GO:0021953","GO:0021953","central nervous system neuron differentiation","4/48","192/18866",0.00142586286807483,0.0175998297298191,0.0123768929239802,"HSP90AA1/UBB/HSP90AB1/INHBA",4
"GO:0007565","GO:0007565","female pregnancy","4/48","196/18866",0.00153799884604768,0.0187047800835505,0.013153937499092,"ADM/TPPP3/RGS2/FKBP4",4
"GO:0071897","GO:0071897","DNA biosynthetic process","4/48","196/18866",0.00153799884604768,0.0187047800835505,0.013153937499092,"HSP90AA1/RGCC/UBB/HSP90AB1",4
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","3/48","92/18866",0.00165603325680443,0.0196625792692178,0.0138274995815476,"HSPA1A/HSPA1B/DNAJA1",3
