"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002479","GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","4/49","75/18866",4.26203220899693e-05,0.00479037433580574,0.00369883930750837,"B2M/HLA-A/HLA-C/HLA-B",4
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","5/49","154/18866",4.84693879325567e-05,0.00479037433580574,0.00369883930750837,"B2M/HLA-A/HLA-B/HMGB1/CADM1",5
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","3/49","28/18866",5.15290059437375e-05,0.00479037433580574,0.00369883930750837,"B2M/HLA-A/HLA-B",3
"GO:0090398","GO:0090398","cellular senescence","4/49","79/18866",5.22859033068448e-05,0.00479037433580574,0.00369883930750837,"B2M/CDKN2A/PLK2/CDKN1A",4
"GO:0042590","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","4/49","80/18866",5.49330414613835e-05,0.00479037433580574,0.00369883930750837,"B2M/HLA-A/HLA-C/HLA-B",4
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","3/49","29/18866",5.73697525246197e-05,0.00479037433580574,0.00369883930750837,"MAFA/RASD1/NEUROD1",3
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","4/49","91/18866",9.09052480106248e-05,0.00704046090855766,0.00543622099778326,"B2M/HLA-A/HLA-C/HLA-B",4
"GO:0031341","GO:0031341","regulation of cell killing","4/49","92/18866",9.48565092470344e-05,0.00704046090855766,0.00543622099778326,"B2M/HLA-A/HLA-B/CADM1",4
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","3/49","35/18866",0.000101640038739945,0.0071468995661351,0.00551840653546517,"B2M/HLA-A/HLA-B",3
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","5/49","185/18866",0.000115449193652539,0.00771200613598959,0.00595474788313094,"B2M/HLA-A/HLA-C/HLA-B/AP3B1",5
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","4/49","99/18866",0.000126101936398221,0.00802248509657253,0.00619448108622839,"B2M/HLA-A/HLA-C/HLA-B",4
"GO:0002456","GO:0002456","T cell mediated immunity","4/49","104/18866",0.000152572555441859,0.00873220128556722,0.00674248129519057,"B2M/HLA-A/HLA-B/HMGB1",4
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","3/49","41/18866",0.000163740255067495,0.00873220128556722,0.00674248129519057,"HLA-A/HLA-B/CADM1",3
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","4/49","106/18866",0.000164209012715712,0.00873220128556722,0.00674248129519057,"B2M/HLA-A/HLA-B/CADM1",4
"GO:0071156","GO:0071156","regulation of cell cycle arrest","4/49","106/18866",0.000164209012715712,0.00873220128556722,0.00674248129519057,"BTG2/PLK2/NEUROD1/CDKN1A",4
"GO:0034341","GO:0034341","response to interferon-gamma","5/49","202/18866",0.000174166580310011,0.00873220128556722,0.00674248129519057,"SLC30A8/B2M/HLA-A/HLA-C/HLA-B",5
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","4/49","108/18866",0.000176474127777182,0.00873220128556722,0.00674248129519057,"B2M/HLA-A/HLA-B/CADM1",4
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","3/49","44/18866",0.000202320485404756,0.00960298939999781,0.0074148515694909,"B2M/HLA-A/HLA-B",3
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","5/49","211/18866",0.000213287498339692,0.00960298939999781,0.0074148515694909,"B2M/HLA-A/HLA-B/HMGB1/CADM1",5
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity","3/49","45/18866",0.000216376797778009,0.00960298939999781,0.0074148515694909,"HLA-A/HLA-B/CADM1",3
"GO:0030073","GO:0030073","insulin secretion","5/49","213/18866",0.000222823855838273,0.00960298939999781,0.0074148515694909,"MAFA/SLC30A8/VGF/ABCC8/NEUROD1",5
"GO:0007569","GO:0007569","cell aging","4/49","118/18866",0.000247935944051996,0.0103513256641708,0.00799267188062356,"B2M/CDKN2A/PLK2/CDKN1A",4
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","5/49","225/18866",0.000287056280463064,0.0116214300211713,0.0089733701707752,"ID1/SIX3/B2M/STMN2/PLK2",5
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","3/49","50/18866",0.000296157947659013,0.0116372652374247,0.00898559717355519,"B2M/HLA-A/HLA-B",3
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","4/49","126/18866",0.000318504485464653,0.0121577712165936,0.00938750062422134,"BTG2/CDKN2A/PLK2/CDKN1A",4
"GO:0019882","GO:0019882","antigen processing and presentation","5/49","232/18866",0.000330511803695968,0.0122656602704948,0.00947080607082013,"B2M/HLA-A/HLA-C/HLA-B/AP3B1",5
"GO:0007050","GO:0007050","cell cycle arrest","5/49","234/18866",0.000343798153463238,0.012300935674562,0.00949804361887072,"BTG2/CDKN2A/PLK2/NEUROD1/CDKN1A",5
"GO:2000772","GO:2000772","regulation of cellular senescence","3/49","53/18866",0.000352038100058423,0.012300935674562,0.00949804361887072,"B2M/CDKN2A/PLK2",3
"GO:0051098","GO:0051098","regulation of binding","6/49","367/18866",0.000359084200080776,0.012300935674562,0.00949804361887072,"ID1/B2M/PLK2/NEUROD1/HMGB1/CDKN1A",6
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","4/49","132/18866",0.000380130075498271,0.0126963445216423,0.00980335457863962,"BTG2/CDKN2A/PLK2/CDKN1A",4
"GO:0006977","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","3/49","56/18866",0.000414294875254147,0.0134999500814522,0.0104238505198733,"BTG2/PLK2/CDKN1A",3
"GO:0072431","GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint","3/49","57/18866",0.000436514885927716,0.0135624159906844,0.0104720829426967,"BTG2/PLK2/CDKN1A",3
"GO:1902400","GO:1902400","intracellular signal transduction involved in G1 DNA damage checkpoint","3/49","57/18866",0.000436514885927716,0.0135624159906844,0.0104720829426967,"BTG2/PLK2/CDKN1A",3
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","4/49","138/18866",0.000449855735803754,0.0136592559780412,0.0105468569638201,"B2M/HLA-A/HLA-B/CADM1",4
"GO:0072413","GO:0072413","signal transduction involved in mitotic cell cycle checkpoint","3/49","59/18866",0.000483220499332305,0.0136944302897168,0.0105740164543984,"BTG2/PLK2/CDKN1A",3
"GO:1902402","GO:1902402","signal transduction involved in mitotic DNA damage checkpoint","3/49","59/18866",0.000483220499332305,0.0136944302897168,0.0105740164543984,"BTG2/PLK2/CDKN1A",3
"GO:1902403","GO:1902403","signal transduction involved in mitotic DNA integrity checkpoint","3/49","59/18866",0.000483220499332305,0.0136944302897168,0.0105740164543984,"BTG2/PLK2/CDKN1A",3
"GO:0030900","GO:0030900","forebrain development","6/49","391/18866",0.000502296845527416,0.0136944302897168,0.0105740164543984,"NPY/SIX3/B2M/BTG2/NEUROD1/SYNE2",6
"GO:2001198","GO:2001198","regulation of dendritic cell differentiation","2/49","13/18866",0.000506127959553582,0.0136944302897168,0.0105740164543984,"HLA-B/HMGB1",2
"GO:0030072","GO:0030072","peptide hormone secretion","5/49","257/18866",0.000527472325265768,0.0136944302897168,0.0105740164543984,"MAFA/SLC30A8/VGF/ABCC8/NEUROD1",5
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","3/49","61/18866",0.000533016747803349,0.0136944302897168,0.0105740164543984,"HLA-A/HLA-B/CADM1",3
"GO:0090342","GO:0090342","regulation of cell aging","3/49","61/18866",0.000533016747803349,0.0136944302897168,0.0105740164543984,"B2M/CDKN2A/PLK2",3
"GO:0021537","GO:0021537","telencephalon development","5/49","259/18866",0.000546362387763784,0.0137557611277347,0.0106213724434132,"NPY/SIX3/BTG2/NEUROD1/SYNE2",5
"GO:0007611","GO:0007611","learning or memory","5/49","260/18866",0.000555996333007242,0.0137557611277347,0.0106213724434132,"FOS/B2M/BTG2/C1QL1/PLK2",5
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint","3/49","63/18866",0.000585986172733906,0.0138171379834263,0.0106687639645113,"BTG2/PLK2/CDKN1A",3
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib","2/49","14/18866",0.000589503641508459,0.0138171379834263,0.0106687639645113,"B2M/AP3B1",2
"GO:0090399","GO:0090399","replicative senescence","2/49","14/18866",0.000589503641508459,0.0138171379834263,0.0106687639645113,"CDKN2A/CDKN1A",2
"GO:0044783","GO:0044783","G1 DNA damage checkpoint","3/49","64/18866",0.000613686225826928,0.0138963525034708,0.0107299286585261,"BTG2/PLK2/CDKN1A",3
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint","3/49","64/18866",0.000613686225826928,0.0138963525034708,0.0107299286585261,"BTG2/PLK2/CDKN1A",3
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/49","153/18866",0.000663478931272958,0.01465029987384,0.011312081528808,"B2M/HLA-A/HLA-B/HMGB1",4
"GO:0002228","GO:0002228","natural killer cell mediated immunity","3/49","66/18866",0.000671567029884849,0.01465029987384,0.011312081528808,"HLA-A/HLA-B/CADM1",3
"GO:0010977","GO:0010977","negative regulation of neuron projection development","4/49","154/18866",0.000679879185762034,0.01465029987384,0.011312081528808,"ID1/B2M/STMN2/PLK2",4
"GO:0002070","GO:0002070","epithelial cell maturation","2/49","16/18866",0.000774792592094617,0.0159249677390524,0.0122963034858741,"SIX3/CDKN1A",2
"GO:0021542","GO:0021542","dentate gyrus development","2/49","16/18866",0.000774792592094617,0.0159249677390524,0.0122963034858741,"BTG2/NEUROD1",2
"GO:0045953","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","2/49","16/18866",0.000774792592094617,0.0159249677390524,0.0122963034858741,"HLA-A/HLA-B",2
"GO:0002643","GO:0002643","regulation of tolerance induction","2/49","17/18866",0.000876643188580263,0.0169581632786846,0.013094075018209,"HLA-B/HMGB1",2
"GO:0002716","GO:0002716","negative regulation of natural killer cell mediated immunity","2/49","17/18866",0.000876643188580263,0.0169581632786846,0.013094075018209,"HLA-A/HLA-B",2
"GO:0010224","GO:0010224","response to UV-B","2/49","17/18866",0.000876643188580263,0.0169581632786846,0.013094075018209,"HMGN1/CDKN1A",2
"GO:0016045","GO:0016045","detection of bacterium","2/49","17/18866",0.000876643188580263,0.0169581632786846,0.013094075018209,"HLA-A/HLA-B",2
"GO:0072401","GO:0072401","signal transduction involved in DNA integrity checkpoint","3/49","73/18866",0.000901219755079796,0.0169581632786846,0.013094075018209,"BTG2/PLK2/CDKN1A",3
"GO:0072422","GO:0072422","signal transduction involved in DNA damage checkpoint","3/49","73/18866",0.000901219755079796,0.0169581632786846,0.013094075018209,"BTG2/PLK2/CDKN1A",3
"GO:0072395","GO:0072395","signal transduction involved in cell cycle checkpoint","3/49","74/18866",0.000937591398623692,0.0172169513472788,0.0132938956195503,"BTG2/PLK2/CDKN1A",3
"GO:0002819","GO:0002819","regulation of adaptive immune response","4/49","168/18866",0.000940746593077359,0.0172169513472788,0.0132938956195503,"B2M/HLA-A/HLA-B/HMGB1",4
"GO:0050768","GO:0050768","negative regulation of neurogenesis","5/49","295/18866",0.000981426481343516,0.0175388229194456,0.0135424255129662,"ID1/SIX3/B2M/STMN2/PLK2",5
"GO:1990000","GO:1990000","amyloid fibril formation","2/49","18/18866",0.000984589609998818,0.0175388229194456,0.0135424255129662,"IAPP/B2M",2
"GO:0001906","GO:0001906","cell killing","4/49","172/18866",0.00102663958703316,0.0180472432667935,0.0139349971647161,"B2M/HLA-A/HLA-B/CADM1",4
"GO:0021543","GO:0021543","pallium development","4/49","173/18866",0.00104894624873178,0.0181201318468115,0.0139912773478374,"NPY/BTG2/NEUROD1/SYNE2",4
"GO:0051099","GO:0051099","positive regulation of binding","4/49","174/18866",0.00107159191053427,0.0181201318468115,0.0139912773478374,"B2M/PLK2/NEUROD1/HMGB1",4
"GO:0050890","GO:0050890","cognition","5/49","302/18866",0.00108952533533684,0.0181201318468115,0.0139912773478374,"FOS/B2M/BTG2/C1QL1/PLK2",5
"GO:0032095","GO:0032095","regulation of response to food","2/49","19/18866",0.00109860080807764,0.0181201318468115,0.0139912773478374,"NPY/NENF",2
"GO:0098543","GO:0098543","detection of other organism","2/49","19/18866",0.00109860080807764,0.0181201318468115,0.0139912773478374,"HLA-A/HLA-B",2
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","4/49","177/18866",0.00114159107094776,0.0185012597075906,0.0142855613878339,"B2M/HLA-A/HLA-C/HLA-B",4
"GO:0071158","GO:0071158","positive regulation of cell cycle arrest","3/49","81/18866",0.00121842082280395,0.0185012597075906,0.0142855613878339,"BTG2/PLK2/CDKN1A",3
"GO:0001911","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","2/49","20/18866",0.00121864584900297,0.0185012597075906,0.0142855613878339,"HLA-A/HLA-B",2
"GO:0002418","GO:0002418","immune response to tumor cell","2/49","20/18866",0.00121864584900297,0.0185012597075906,0.0142855613878339,"HLA-A/HMGB1",2
"GO:0002726","GO:0002726","positive regulation of T cell cytokine production","2/49","20/18866",0.00121864584900297,0.0185012597075906,0.0142855613878339,"B2M/HLA-A",2
"GO:0051412","GO:0051412","response to corticosterone","2/49","20/18866",0.00121864584900297,0.0185012597075906,0.0142855613878339,"FOS/CDKN1A",2
"GO:2000774","GO:2000774","positive regulation of cellular senescence","2/49","20/18866",0.00121864584900297,0.0185012597075906,0.0142855613878339,"B2M/CDKN2A",2
"GO:0021954","GO:0021954","central nervous system neuron development","3/49","82/18866",0.00126239177379945,0.0187826644626753,0.0145028452359138,"NPY/SCN1B/BTG2",3
"GO:0071346","GO:0071346","cellular response to interferon-gamma","4/49","182/18866",0.00126529925272513,0.0187826644626753,0.0145028452359138,"B2M/HLA-A/HLA-C/HLA-B",4
"GO:0046879","GO:0046879","hormone secretion","5/49","314/18866",0.00129512307281965,0.019014114563594,0.0146815571007896,"MAFA/SLC30A8/VGF/ABCC8/NEUROD1",5
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","4/49","185/18866",0.00134387375909305,0.019515384153786,0.0150686073674049,"BTG2/CDKN2A/PLK2/CDKN1A",4
"GO:0007568","GO:0007568","aging","5/49","319/18866",0.00138876782627367,0.0197382320840598,0.0152406771528353,"FOS/B2M/CDKN2A/PLK2/CDKN1A",5
"GO:0051961","GO:0051961","negative regulation of nervous system development","5/49","319/18866",0.00138876782627367,0.0197382320840598,0.0152406771528353,"ID1/SIX3/B2M/STMN2/PLK2",5
"GO:0031345","GO:0031345","negative regulation of cell projection organization","4/49","188/18866",0.00142580323747607,0.020051296055453,0.0154824063460006,"ID1/B2M/STMN2/PLK2",4
"GO:0009914","GO:0009914","hormone transport","5/49","323/18866",0.00146721920398346,0.0204188005887698,0.0157661712708749,"MAFA/SLC30A8/VGF/ABCC8/NEUROD1",5
"GO:0021953","GO:0021953","central nervous system neuron differentiation","4/49","192/18866",0.00154039234207204,0.0212161254536932,0.0163818176367943,"NPY/SCN1B/B2M/BTG2",4
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","4/49","194/18866",0.00160003008262889,0.0215720767030951,0.0166566618098276,"B2M/HLA-A/HLA-C/HLA-B",4
"GO:0032098","GO:0032098","regulation of appetite","2/49","23/18866",0.00161467639993227,0.0215720767030951,0.0166566618098276,"NPY/NENF",2
"GO:0090343","GO:0090343","positive regulation of cell aging","2/49","23/18866",0.00161467639993227,0.0215720767030951,0.0166566618098276,"B2M/CDKN2A",2
"GO:0031342","GO:0031342","negative regulation of cell killing","2/49","24/18866",0.00175854975050801,0.0230335535948892,0.017785126475726,"HLA-A/HLA-B",2
"GO:0098581","GO:0098581","detection of external biotic stimulus","2/49","24/18866",0.00175854975050801,0.0230335535948892,0.017785126475726,"HLA-A/HLA-B",2
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","5/49","341/18866",0.00186138371997866,0.0236187518653229,0.018236981427684,"BTG2/CDKN2A/BTG3/PLK2/CDKN1A",5
"GO:0032104","GO:0032104","regulation of response to extracellular stimulus","2/49","25/18866",0.00190830397898394,0.0236187518653229,0.018236981427684,"NPY/NENF",2
"GO:0032107","GO:0032107","regulation of response to nutrient levels","2/49","25/18866",0.00190830397898394,0.0236187518653229,0.018236981427684,"NPY/NENF",2
"GO:0060575","GO:0060575","intestinal epithelial cell differentiation","2/49","25/18866",0.00190830397898394,0.0236187518653229,0.018236981427684,"NPY/CDKN1A",2
"GO:0010721","GO:0010721","negative regulation of cell development","5/49","343/18866",0.00190953787203302,0.0236187518653229,0.018236981427684,"ID1/SIX3/B2M/STMN2/PLK2",5
"GO:0060337","GO:0060337","type I interferon signaling pathway","3/49","95/18866",0.0019269790069762,0.0236187518653229,0.018236981427684,"HLA-A/HLA-C/HLA-B",3
"GO:0071357","GO:0071357","cellular response to type I interferon","3/49","95/18866",0.0019269790069762,0.0236187518653229,0.018236981427684,"HLA-A/HLA-C/HLA-B",3
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","4/49","206/18866",0.00199206688272495,0.0241945577756412,0.0186815841633536,"BTG2/CDKN2A/PLK2/CDKN1A",4
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","3/49","97/18866",0.00204517886643916,0.0244016123695504,0.0188414592831385,"HLA-A/AP3B1/HMGB1",3
"GO:0002347","GO:0002347","response to tumor cell","2/49","26/18866",0.00206390883065808,0.0244016123695504,0.0188414592831385,"HLA-A/HMGB1",2
"GO:0002507","GO:0002507","tolerance induction","2/49","26/18866",0.00206390883065808,0.0244016123695504,0.0188414592831385,"HLA-B/HMGB1",2
"GO:0034340","GO:0034340","response to type I interferon","3/49","99/18866",0.00216780469059099,0.0252500609394732,0.0194965803030915,"HLA-A/HLA-C/HLA-B",3
"GO:0043393","GO:0043393","regulation of protein binding","4/49","211/18866",0.00217347081440076,0.0252500609394732,0.0194965803030915,"ID1/B2M/PLK2/CDKN1A",4
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint","3/49","101/18866",0.0022949139969972,0.0264310784481747,0.0204084910803744,"BTG2/PLK2/CDKN1A",3
"GO:2000171","GO:2000171","negative regulation of dendrite development","2/49","28/18866",0.00239254994404283,0.0273200574806942,0.0210949072889067,"ID1/PLK2",2
"GO:0002449","GO:0002449","lymphocyte mediated immunity","5/49","366/18866",0.00253125811369426,0.0285325869858143,0.0220311497369194,"B2M/HLA-A/HLA-B/HMGB1/CADM1",5
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","3/49","105/18866",0.0025628072142947,0.0285325869858143,0.0220311497369194,"B2M/HLA-A/HLA-B",3
"GO:0007631","GO:0007631","feeding behavior","3/49","105/18866",0.0025628072142947,0.0285325869858143,0.0220311497369194,"NPY/FOS/IAPP",3
"GO:0032091","GO:0032091","negative regulation of protein binding","3/49","106/18866",0.00263266929783583,0.0290681502637081,0.0224446795291789,"ID1/B2M/CDKN1A",3
"GO:0002699","GO:0002699","positive regulation of immune effector process","4/49","223/18866",0.00265488101730649,0.0290731232714875,0.0224485193870609,"B2M/HLA-A/HLA-B/CADM1",4
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","3/49","107/18866",0.00270370028506686,0.0293670209825148,0.0226754495452762,"BTG2/PLK2/CDKN1A",3
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint","3/49","108/18866",0.00277590674670371,0.0299081565612593,0.0230932819335283,"BTG2/PLK2/CDKN1A",3
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","3/49","110/18866",0.00292387202151753,0.0312503441659794,0.0241296385775763,"B2M/HLA-A/HLA-B",3
"GO:0002724","GO:0002724","regulation of T cell cytokine production","2/49","32/18866",0.00311872082162783,0.0328079607692502,0.0253323365536284,"B2M/HLA-A",2
"GO:0051385","GO:0051385","response to mineralocorticoid","2/49","32/18866",0.00311872082162783,0.0328079607692502,0.0253323365536284,"FOS/CDKN1A",2
"GO:0045736","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","2/49","33/18866",0.00331444226044389,0.0345944910933831,0.0267117879542353,"CDKN2A/CDKN1A",2
"GO:1904019","GO:1904019","epithelial cell apoptotic process","3/49","117/18866",0.00347971057856944,0.0358555505000379,0.0276855022770542,"SCG2/SIX3/NEUROD1",3
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","5/49","395/18866",0.00351105381090386,0.0358555505000379,0.0276855022770542,"ID1/SCG2/B2M/HMGB1/HMGN1",5
"GO:1904030","GO:1904030","negative regulation of cyclin-dependent protein kinase activity","2/49","34/18866",0.0035157762840606,0.0358555505000379,0.0276855022770542,"CDKN2A/CDKN1A",2
"GO:0016486","GO:0016486","peptide hormone processing","2/49","35/18866",0.00372269363226185,0.0373948773887356,0.028874078034164,"PCSK2/PCSK1",2
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing","2/49","35/18866",0.00372269363226185,0.0373948773887356,0.028874078034164,"PCSK2/PCSK1",2
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","3/49","121/18866",0.00382442104162288,0.0381300485940908,0.0294417330776938,"NPY/NEUROD1/CDKN1A",3
"GO:0009595","GO:0009595","detection of biotic stimulus","2/49","36/18866",0.00393516515356658,0.0389435603345551,0.0300698779765711,"HLA-A/HLA-B",2
"GO:0009636","GO:0009636","response to toxic substance","4/49","250/18866",0.0039964347139875,0.0392590939550537,0.0303135140844253,"FOS/SCN1B/CDKN1A/GPX3",4
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","4/49","251/18866",0.00405348228591615,0.0395288491531677,0.0305218028443936,"BTG2/CDKN2A/PLK2/CDKN1A",4
"GO:0051101","GO:0051101","regulation of DNA binding","3/49","124/18866",0.004096165573237,0.0396556319264104,0.0306196968861347,"ID1/NEUROD1/HMGB1",3
"GO:0032094","GO:0032094","response to food","2/49","38/18866",0.00437665465114492,0.0420662634095655,0.0324810417123969,"NPY/NENF",2
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","3/49","133/18866",0.00498089996295177,0.0475320167893111,0.0367013681480656,"BTG2/PLK2/CDKN1A",3
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","4/49","270/18866",0.00524481514525588,0.0496955534330628,0.0383719211821632,"BTG2/CDKN2A/PLK2/CDKN1A",4
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","3/49","136/18866",0.00529943693059214,0.0497497722389495,0.0384137856871813,"HLA-A/HMGB1/CDKN1A",3
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","2/49","42/18866",0.00532501304653426,0.0497497722389495,0.0384137856871813,"HLA-A/HLA-B",2
