Gene	Ensembl	Symbol	BioType	gene_short_name	num_cells_expressed	pval	qval	CorrCoef	CorrP	CorrFDR	Significance
ENSG00000141934:PLPP2	ENSG00000141934	PLPP2	protein_coding	PLPP2	26	2.97839033074678e-10	2.45834210478174e-07	-0.465137717261377	0.0166491055177724	0.99859113760968	Significant
ENSG00000146666:LINC00525	ENSG00000146666	LINC00525	antisense	LINC00525	20	3.53441045940306e-06	0.00086897617156664	-0.458657655967239	0.01843887222904	0.99859113760968	Significant
ENSG00000148346:LCN2	ENSG00000148346	LCN2	protein_coding	LCN2	16	1.48405032308672e-07	5.71631450280953e-05	-0.458412413624795	0.0185095817949756	0.99859113760968	Significant
ENSG00000286369:AP002813.1	ENSG00000286369	AP002813.1	lncRNA	AP002813.1	26	0.000289358570930737	0.0315441789282088	0.457323912771326	0.0188261076825843	0.99859113760968	Significant
ENSG00000093072:ADA2	ENSG00000093072	ADA2	protein_coding	ADA2	26	1.92047689975386e-06	0.000522166372120136	0.455696408975381	0.0193076175655275	0.99859113760968	Significant
ENSG00000170955:CAVIN3	ENSG00000170955	CAVIN3	protein_coding	CAVIN3	26	0.000283090163453541	0.0311547465122609	0.449370479836259	0.0212757378057632	0.99859113760968	Significant
ENSG00000165186:PTCHD1	ENSG00000165186	PTCHD1	protein_coding	PTCHD1	16	8.51580707129045e-05	0.0116454921434671	0.446884779391425	0.0220924793977445	0.99859113760968	Significant
ENSG00000264015:AC124254.2	ENSG00000264015	AC124254.2	lncRNA	AC124254.2	13	0.000188546034674034	0.0223460892684697	-0.444975219309488	0.022737085706264	0.99859113760968	Significant
ENSG00000271945:AL355612.1	ENSG00000271945	AL355612.1	lncRNA	AL355612.1	25	0.000363570176385984	0.0376792392217779	0.438782028502672	0.0249336382642341	0.99859113760968	Significant
ENSG00000070601:FRMPD1	ENSG00000070601	FRMPD1	protein_coding	FRMPD1	26	9.45229806693259e-05	0.0125547161278666	0.430725784989111	0.0280449042359644	0.99859113760968	Significant
ENSG00000100314:CABP7	ENSG00000100314	CABP7	protein_coding	CABP7	26	0.000306193059930239	0.0332226657654824	-0.428051095981098	0.0291444360924516	0.99859113760968	Significant
ENSG00000124701:APOBEC2	ENSG00000124701	APOBEC2	protein_coding	APOBEC2	26	4.34611512544677e-07	0.000141469107977747	-0.427880094434331	0.0292158959274806	0.99859113760968	Significant
ENSG00000204257:HLA-DMA	ENSG00000204257	HLA-DMA	protein_coding	HLA-DMA	26	2.29034902151473e-05	0.00395016837583783	0.424988557935236	0.0304457399974407	0.99859113760968	Significant
ENSG00000172482:AGXT	ENSG00000172482	AGXT	protein_coding	AGXT	15	4.41514230023317e-22	2.04076707401378e-18	-0.418924198814029	0.0331601978760242	0.99859113760968	Significant
ENSG00000260349:AC087190.1	ENSG00000260349	AC087190.1	lncRNA	AC087190.1	26	0.000113846669391341	0.0148650303745949	-0.417579974289218	0.0337873438631814	0.99859113760968	Significant
ENSG00000155307:SAMSN1	ENSG00000155307	SAMSN1	protein_coding	SAMSN1	24	1.072399470613e-06	0.000313724356523253	0.417308986766263	0.0339149141878047	0.99859113760968	Significant
ENSG00000099958:DERL3	ENSG00000099958	DERL3	protein_coding	DERL3	26	2.98299430549858e-07	9.99633640692805e-05	-0.416033776979424	0.0345204135364271	0.99859113760968	Significant
ENSG00000044574:HSPA5	ENSG00000044574	HSPA5	protein_coding	HSPA5	26	3.53854023333320e-11	3.71723651511653e-08	-0.415825398284875	0.0346201725084182	0.99859113760968	Significant
ENSG00000230148:HOXB-AS1	ENSG00000230148	HOXB-AS1	antisense	HOXB-AS1	24	0.000244604083030479	0.0274419658394049	0.413407854226666	0.0357944666567259	0.99859113760968	Significant
ENSG00000231173:AC116609.3	ENSG00000231173	AC116609.3	lincRNA	AC116609.3	18	0.000188199686484671	0.0223460892684697	-0.411757594235182	0.0366141501178448	0.99859113760968	Significant
ENSG00000125618:PAX8	ENSG00000125618	PAX8	protein_coding	PAX8	26	1.7197441632951e-07	6.51557497670704e-05	-0.406395675509693	0.0393811449761442	0.99859113760968	Significant
ENSG00000090520:DNAJB11	ENSG00000090520	DNAJB11	protein_coding	DNAJB11	26	0.000471029022204723	0.0455479151973781	-0.406152384226468	0.0395105245589005	0.99859113760968	Significant
ENSG00000226899:AL731577.1	ENSG00000226899	AL731577.1	lncRNA	AL731577.1	15	5.49873097445062e-08	2.64752440730267e-05	-0.406121310450144	0.0395270735216041	0.99859113760968	Significant
ENSG00000080986:NDC80	ENSG00000080986	NDC80	protein_coding	NDC80	26	6.53642245371872e-10	5.03544197759645e-07	0.406108943979667	0.0395336610641594	0.99859113760968	Significant
ENSG00000134339:SAA2	ENSG00000134339	SAA2	protein_coding	SAA2	15	1.2498698388685e-07	4.98030031829136e-05	-0.405297325685117	0.0399679146557785	0.99859113760968	Significant
ENSG00000201489:AC016876.1	ENSG00000201489	AC016876.1	misc_RNA	AC016876.1	26	3.39438553676826e-05	0.00560340315287509	0.404750364154197	0.0402626933553555	0.99859113760968	Significant
ENSG00000002933:TMEM176A	ENSG00000002933	TMEM176A	protein_coding	TMEM176A	26	7.20587081294323e-06	0.00160129692651857	0.404093028771744	0.0406192356697946	0.99859113760968	Significant
ENSG00000064270:ATP2C2	ENSG00000064270	ATP2C2	protein_coding	ATP2C2	26	0.000433646648126128	0.0433853146529998	-0.402649696138556	0.041410890989846	0.99859113760968	Significant
ENSG00000224505:AC138150.1	ENSG00000224505	AC138150.1	lncRNA	AC138150.1	26	0.00184756993642769	0.122347245847508	0.731817239094127	2.15076063740538e-05	0.333124862199702	Non-significant
ENSG00000174358:SLC6A19	ENSG00000174358	SLC6A19	protein_coding	SLC6A19	13	0.0168128468925351	0.5229632631674	0.715641422586928	3.95713379657516e-05	0.333124862199702	Non-significant
ENSG00000259704:AC124248.1	ENSG00000259704	AC124248.1	lncRNA	AC124248.1	6	0.0024326671435394	0.148733784006188	0.713193277472799	4.32423775085071e-05	0.333124862199702	Non-significant
ENSG00000197993:KEL	ENSG00000197993	KEL	protein_coding	KEL	8	0.0156162854406163	0.505960309622292	0.691015102031805	9.2911383575887e-05	0.536818746455581	Non-significant
ENSG00000221235:AC110813.1	ENSG00000221235	AC110813.1	miRNA	AC110813.1	18	0.0411833533270717	0.81488739618318	-0.643888740624244	0.000386210784001226	0.99859113760968	Non-significant
ENSG00000160472:TMEM190	ENSG00000160472	TMEM190	protein_coding	TMEM190	26	0.00198518392792572	0.128514245821544	-0.640646803801196	0.000422305442115059	0.99859113760968	Non-significant
ENSG00000204482:LST1	ENSG00000204482	LST1	protein_coding	LST1	11	0.043344757214822	0.83478390332646	0.639687053483038	0.000433540356106719	0.99859113760968	Non-significant
ENSG00000147454:SLC25A37	ENSG00000147454	SLC25A37	protein_coding	SLC25A37	26	0.131917536995763	0.997254476609935	0.638564739159349	0.000447008159968444	0.99859113760968	Non-significant
ENSG00000124813:RUNX2	ENSG00000124813	RUNX2	protein_coding	RUNX2	26	0.00159155375366752	0.111974420948515	0.61649095932772	0.000797008293142686	0.99859113760968	Non-significant
ENSG00000124939:SCGB2A1	ENSG00000124939	SCGB2A1	protein_coding	SCGB2A1	26	0.000829401634654324	0.0694503665887539	-0.613718333991877	0.000854478923093251	0.99859113760968	Non-significant
ENSG00000173762:CD7	ENSG00000173762	CD7	protein_coding	CD7	10	0.00366442376220347	0.195134787023697	0.610924199029944	0.000915994387781492	0.99859113760968	Non-significant
ENSG00000203710:CR1	ENSG00000203710	CR1	protein_coding	CR1	9	0.0942783681216426	0.997254476609935	0.609580348687286	0.000946921478425451	0.99859113760968	Non-significant
ENSG00000272620:AFAP1-AS1	ENSG00000272620	AFAP1-AS1	antisense	AFAP1-AS1	7	0.133212476456242	0.997254476609935	0.608405900471501	0.000974686037691514	0.99859113760968	Non-significant
ENSG00000156509:FBXO43	ENSG00000156509	FBXO43	protein_coding	FBXO43	26	0.0299016961521783	0.703523997918675	0.60288186228475	0.00111493470667802	0.99859113760968	Non-significant
ENSG00000238266:LINC00707	ENSG00000238266	LINC00707	lincRNA	LINC00707	8	0.0629170001235109	0.97211321772522	0.602318818280954	0.00113016286641872	0.99859113760968	Non-significant
ENSG00000185811:IKZF1	ENSG00000185811	IKZF1	protein_coding	IKZF1	8	0.0469338279286911	0.856107101231239	0.599751451571606	0.00120189999692113	0.99859113760968	Non-significant
ENSG00000139223:ANP32D	ENSG00000139223	ANP32D	protein_coding	ANP32D	12	0.0287668247648627	0.693977126451714	0.59674384556915	0.00129090787678411	0.99859113760968	Non-significant
ENSG00000196683:TOMM7	ENSG00000196683	TOMM7	protein_coding	TOMM7	26	0.105678490831546	0.997254476609935	0.593355846847798	0.00139792934803904	0.99859113760968	Non-significant
ENSG00000255109:LINC02740	ENSG00000255109	LINC02740	lncRNA	LINC02740	7	0.0294195922684116	0.698783347292148	0.592409734406163	0.00142914751089742	0.99859113760968	Non-significant
ENSG00000066336:SPI1	ENSG00000066336	SPI1	protein_coding	SPI1	25	0.00122071080237314	0.0925241968251536	0.589757694627835	0.00151987666260514	0.99859113760968	Non-significant
ENSG00000237352:LINC01358	ENSG00000237352	LINC01358	lncRNA	LINC01358	26	0.00202102737259834	0.130105748212034	0.587431276579258	0.00160350572969168	0.99859113760968	Non-significant
ENSG00000179256:SMCO3	ENSG00000179256	SMCO3	protein_coding	SMCO3	10	0.151554852560627	0.997254476609935	-0.587327692350452	0.001607319584644	0.99859113760968	Non-significant
ENSG00000106404:CLDN15	ENSG00000106404	CLDN15	protein_coding	CLDN15	26	0.0201638411991428	0.583237213959184	0.58419340393475	0.00172647067627916	0.99859113760968	Non-significant
ENSG00000271917:AL357568.1	ENSG00000271917	AL357568.1	lncRNA	AL357568.1	16	0.0159801409614155	0.510698224553677	-0.583605254104898	0.00174965523940379	0.99859113760968	Non-significant
ENSG00000268061:NAPA-AS1	ENSG00000268061	NAPA-AS1	antisense	NAPA-AS1	26	0.00317197718848411	0.177071412567769	0.580735106351213	0.00186667309555878	0.99859113760968	Non-significant
ENSG00000119547:ONECUT2	ENSG00000119547	ONECUT2	protein_coding	ONECUT2	26	0.00450166536821545	0.225678933459495	0.571566288287906	0.00228661124689078	0.99859113760968	Non-significant
ENSG00000261659:Z92544.1	ENSG00000261659	Z92544.1	lncRNA	Z92544.1	26	0.0164747990817665	0.516288043859998	0.568650896839688	0.00243604070853593	0.99859113760968	Non-significant
ENSG00000260331:AC079148.1	ENSG00000260331	AC079148.1	lncRNA	AC079148.1	26	0.226969842069626	0.997254476609935	-0.567130835009565	0.00251721115849887	0.99859113760968	Non-significant
ENSG00000184271:POU6F1	ENSG00000184271	POU6F1	protein_coding	POU6F1	26	0.272737140656316	0.997254476609935	0.564575700906482	0.00265886637417271	0.99859113760968	Non-significant
ENSG00000086102:NFX1	ENSG00000086102	NFX1	protein_coding	NFX1	26	0.227042838730217	0.997254476609935	0.564325009363628	0.00267312432226469	0.99859113760968	Non-significant
ENSG00000120279:MYCT1	ENSG00000120279	MYCT1	protein_coding	MYCT1	11	0.111076703726938	0.997254476609935	0.564067112819602	0.00268786015435924	0.99859113760968	Non-significant
ENSG00000229021:AL450992.1	ENSG00000229021	AL450992.1	lncRNA	AL450992.1	9	0.0239872949634617	0.64285955679944	0.564066014519537	0.0026879230576893	0.99859113760968	Non-significant
ENSG00000156304:SCAF4	ENSG00000156304	SCAF4	protein_coding	SCAF4	26	0.408633176042135	0.997254476609935	0.563322147018005	0.00273081672969914	0.99859113760968	Non-significant
ENSG00000099834:CDHR5	ENSG00000099834	CDHR5	protein_coding	CDHR5	20	0.00126320849729917	0.0938714198748586	0.562879751769317	0.0027566027246583	0.99859113760968	Non-significant
ENSG00000020633:RUNX3	ENSG00000020633	RUNX3	protein_coding	RUNX3	11	0.00543882240842709	0.262690202023991	0.562183577478032	0.00279760173348521	0.99859113760968	Non-significant
ENSG00000247011:AC005920.1	ENSG00000247011	AC005920.1	lncRNA	AC005920.1	26	0.00910659878829223	0.358930723741923	0.561436206467416	0.00284219406000257	0.99859113760968	Non-significant
ENSG00000226017:PRICKLE2-AS3	ENSG00000226017	PRICKLE2-AS3	antisense	PRICKLE2-AS3	20	0.0283848078319266	0.692264916680553	0.55832888195496	0.00303415843448478	0.99859113760968	Non-significant
ENSG00000279206:AC004943.3	ENSG00000279206	AC004943.3	lncRNA	AC004943.3	13	0.0985531048883411	0.997254476609935	-0.55546301618088	0.00322089751100423	0.99859113760968	Non-significant
ENSG00000233928:AL591501.1	ENSG00000233928	AL591501.1	lncRNA	AL591501.1	26	0.00120413089021992	0.0924540498467526	0.555152629674709	0.00324169738310164	0.99859113760968	Non-significant
ENSG00000182217:HIST2H4B	ENSG00000182217	HIST2H4B	protein_coding	HIST2H4B	9	0.0941548179358064	0.997254476609935	0.554027641288452	0.00331804754979992	0.99859113760968	Non-significant
ENSG00000135372:NAT10	ENSG00000135372	NAT10	protein_coding	NAT10	26	0.36427296190193	0.997254476609935	0.550719561889564	0.0035514896246287	0.99859113760968	Non-significant
ENSG00000272288:AL451165.2	ENSG00000272288	AL451165.2	lncRNA	AL451165.2	26	0.0246634205486222	0.652916738028874	0.549829768495845	0.00361661223176485	0.99859113760968	Non-significant
ENSG00000237422:AL158071.3	ENSG00000237422	AL158071.3	lncRNA	AL158071.3	26	0.0238657755047788	0.642846081224874	0.549561440369199	0.00363644886955156	0.99859113760968	Non-significant
ENSG00000263081:AC211486.2	ENSG00000263081	AC211486.2	lncRNA	AC211486.2	8	0.0638499776911832	0.97928375022024	0.549298683744591	0.00365596317750105	0.99859113760968	Non-significant
ENSG00000113520:IL4	ENSG00000113520	IL4	protein_coding	IL4	9	0.0667992005785737	0.997254476609935	0.54698646072147	0.00383155814830374	0.99859113760968	Non-significant
ENSG00000285632:AC084024.4	ENSG00000285632	AC084024.4	lncRNA	AC084024.4	22	0.093205107748209	0.997254476609935	0.546939441407805	0.00383520190473494	0.99859113760968	Non-significant
ENSG00000286535:AC139019.1	ENSG00000286535	AC139019.1	lncRNA	AC139019.1	26	0.00941101090125701	0.366775502426561	0.544793228490269	0.00400468541846187	0.99859113760968	Non-significant
ENSG00000262165:AC233723.1	ENSG00000262165	AC233723.1	protein_coding	AC233723.1	26	0.00748720655083947	0.320438575178613	0.542964866774141	0.00415404237222602	0.99859113760968	Non-significant
ENSG00000109771:LRP2BP	ENSG00000109771	LRP2BP	protein_coding	LRP2BP	26	0.0206833152518641	0.592332216587153	0.541683338335631	0.00426152262743116	0.99859113760968	Non-significant
ENSG00000166794:PPIB	ENSG00000166794	PPIB	protein_coding	PPIB	26	0.0271106903009644	0.68252196464661	-0.540822899289871	0.00433500180041183	0.99859113760968	Non-significant
ENSG00000140993:TIGD7	ENSG00000140993	TIGD7	protein_coding	TIGD7	26	0.197605438150249	0.997254476609935	0.540456661922271	0.00436660169837963	0.99859113760968	Non-significant
ENSG00000255553:LINC02733	ENSG00000255553	LINC02733	lncRNA	LINC02733	17	0.0797104707803691	0.997254476609935	-0.535369748105016	0.00482610668371778	0.99859113760968	Non-significant
ENSG00000275636:AC021755.3	ENSG00000275636	AC021755.3	lncRNA	AC021755.3	26	0.028409798458272	0.692264916680553	0.5346153995095	0.00489760984496333	0.99859113760968	Non-significant
ENSG00000227946:AC007383.3	ENSG00000227946	AC007383.3	lincRNA	AC007383.3	25	0.084624561809351	0.997254476609935	-0.533500128698	0.00500496427644156	0.99859113760968	Non-significant
ENSG00000229976:AL118523.1	ENSG00000229976	AL118523.1	lncRNA	AL118523.1	13	0.0280116426389735	0.690932764908636	-0.533069654424058	0.00504692982323094	0.99859113760968	Non-significant
ENSG00000050628:PTGER3	ENSG00000050628	PTGER3	protein_coding	PTGER3	26	0.00165552708383249	0.114211601296874	0.532059581701862	0.00514656754901916	0.99859113760968	Non-significant
ENSG00000109906:ZBTB16	ENSG00000109906	ZBTB16	protein_coding	ZBTB16	26	0.00230296079111722	0.14192993824936	0.531146871049177	0.00523802544985442	0.99859113760968	Non-significant
ENSG00000142273:CBLC	ENSG00000142273	CBLC	protein_coding	CBLC	26	0.0539394306029459	0.916613368135797	0.53109314060536	0.00524345199975863	0.99859113760968	Non-significant
ENSG00000233423:AC005482.1	ENSG00000233423	AC005482.1	lncRNA	AC005482.1	11	0.0101391673973698	0.384141471673137	0.530305018393082	0.00532359627546305	0.99859113760968	Non-significant
ENSG00000264339:AP001020.1	ENSG00000264339	AP001020.1	lncRNA	AP001020.1	7	0.00903793875728178	0.358277534510359	-0.529867332353778	0.00536854959319559	0.99859113760968	Non-significant
ENSG00000272482:AC254633.1	ENSG00000272482	AC254633.1	lncRNA	AC254633.1	21	0.116001683171514	0.997254476609935	0.528932616051021	0.00546562505439128	0.99859113760968	Non-significant
ENSG00000270996:AC005034.4	ENSG00000270996	AC005034.4	lncRNA	AC005034.4	26	0.00214416388692205	0.134363587648093	0.528271298376519	0.00553519776108923	0.99859113760968	Non-significant
ENSG00000214921:AC003102.1	ENSG00000214921	AC003102.1	protein_coding	AC003102.1	26	0.158434826117985	0.997254476609935	0.527979828713297	0.00556609766770154	0.99859113760968	Non-significant
ENSG00000181634:TNFSF15	ENSG00000181634	TNFSF15	protein_coding	TNFSF15	25	0.0549318408828825	0.921942530970315	0.525480119313716	0.00583712878611185	0.99859113760968	Non-significant
ENSG00000147180:ZNF711	ENSG00000147180	ZNF711	protein_coding	ZNF711	26	0.022586639363106	0.623655701697421	0.524697130019206	0.00592427837320918	0.99859113760968	Non-significant
ENSG00000169047:IRS1	ENSG00000169047	IRS1	protein_coding	IRS1	26	0.113736600738563	0.997254476609935	0.52305996178208	0.00611004821897761	0.99859113760968	Non-significant
ENSG00000151148:UBE3B	ENSG00000151148	UBE3B	protein_coding	UBE3B	26	0.290208919903964	0.997254476609935	0.523041411766916	0.00611218086996541	0.99859113760968	Non-significant
ENSG00000165168:CYBB	ENSG00000165168	CYBB	protein_coding	CYBB	18	0.0788825239969755	0.997254476609935	0.522754366241787	0.00614526178503453	0.99859113760968	Non-significant
ENSG00000186297:GABRA5	ENSG00000186297	GABRA5	protein_coding	GABRA5	18	0.00291731570821958	0.167300454919759	-0.521598381849547	0.00628001476320788	0.99859113760968	Non-significant
ENSG00000285892:AC006043.1	ENSG00000285892	AC006043.1	lncRNA	AC006043.1	26	0.085688016331224	0.997254476609935	0.521454427354568	0.00629696830956995	0.99859113760968	Non-significant
ENSG00000185433:LINC00158	ENSG00000185433	LINC00158	lincRNA	LINC00158	18	0.0480503602521707	0.862183133375713	0.520891765475111	0.00636360304455678	0.99859113760968	Non-significant
ENSG00000285671:AL139405.1	ENSG00000285671	AL139405.1	lncRNA	AL139405.1	7	0.117529240463998	0.997254476609935	0.520754621053312	0.00637993435292797	0.99859113760968	Non-significant
ENSG00000172748:ZNF596	ENSG00000172748	ZNF596	protein_coding	ZNF596	26	0.0547255777556272	0.920496963253494	0.520032520017123	0.00646650568805794	0.99859113760968	Non-significant
ENSG00000157350:ST3GAL2	ENSG00000157350	ST3GAL2	protein_coding	ST3GAL2	26	0.242732180882594	0.997254476609935	0.519728637337783	0.00650323184554661	0.99859113760968	Non-significant
ENSG00000237851:AL023584.2	ENSG00000237851	AL023584.2	lncRNA	AL023584.2	20	0.137596554071942	0.997254476609935	-0.519385899159968	0.00654486426774379	0.99859113760968	Non-significant
ENSG00000040731:CDH10	ENSG00000040731	CDH10	protein_coding	CDH10	26	0.0949916243932715	0.997254476609935	0.519141772638995	0.00657465479506895	0.99859113760968	Non-significant
ENSG00000250358:LINC02200	ENSG00000250358	LINC02200	lncRNA	LINC02200	15	0.0689316088245289	0.997254476609935	-0.518065347157693	0.00670737322556576	0.99859113760968	Non-significant
ENSG00000259073:FOXN3-AS2	ENSG00000259073	FOXN3-AS2	antisense	FOXN3-AS2	5	0.00365470860677225	0.195066906723126	-0.51763628499819	0.00676089859889987	0.99859113760968	Non-significant
ENSG00000240801:AC132217.1	ENSG00000240801	AC132217.1	lncRNA	AC132217.1	25	0.0022884901249235	0.141794357311279	-0.517478068803129	0.00678072638173827	0.99859113760968	Non-significant
ENSG00000258584:FAM181A-AS1	ENSG00000258584	FAM181A-AS1	processed_transcript	FAM181A-AS1	6	0.125042260411305	0.997254476609935	0.51723896578822	0.00681078366488585	0.99859113760968	Non-significant
ENSG00000198003:CCDC151	ENSG00000198003	CCDC151	protein_coding	CCDC151	26	0.0798826055302029	0.997254476609935	0.517213439529374	0.00681399913542076	0.99859113760968	Non-significant
ENSG00000224644:AL135787.1	ENSG00000224644	AL135787.1	lncRNA	AL135787.1	19	0.0814355555591737	0.997254476609935	-0.516440765903099	0.00691193602686765	0.99859113760968	Non-significant
ENSG00000247735:AC120114.1	ENSG00000247735	AC120114.1	lncRNA	AC120114.1	26	0.183486951166167	0.997254476609935	0.516162032589883	0.00694755457919489	0.99859113760968	Non-significant
ENSG00000123080:CDKN2C	ENSG00000123080	CDKN2C	protein_coding	CDKN2C	26	0.0383886083912754	0.79032838397207	0.514137334191082	0.00721094059228649	0.99859113760968	Non-significant
ENSG00000184831:APOO	ENSG00000184831	APOO	protein_coding	APOO	26	0.283423846235019	0.997254476609935	-0.513864440543086	0.00724707279431457	0.99859113760968	Non-significant
ENSG00000162585:FAAP20	ENSG00000162585	FAAP20	protein_coding	FAAP20	26	0.045209494933457	0.848654827980597	0.513772133309842	0.00725932896736705	0.99859113760968	Non-significant
ENSG00000160293:VAV2	ENSG00000160293	VAV2	protein_coding	VAV2	26	0.0956262529946153	0.997254476609935	0.513581440919919	0.00728470339329594	0.99859113760968	Non-significant
ENSG00000254682:AP002387.2	ENSG00000254682	AP002387.2	antisense	AP002387.2	26	0.00124187153612033	0.093018362447733	0.512810669419108	0.00738802541452948	0.99859113760968	Non-significant
ENSG00000106804:C5	ENSG00000106804	C5	protein_coding	C5	26	0.0336390623751797	0.735508392197519	0.511833312070977	0.00752080504706364	0.99859113760968	Non-significant
ENSG00000235269:LINC02331	ENSG00000235269	LINC02331	lncRNA	LINC02331	10	0.262491145268571	0.997254476609935	0.511430843248122	0.00757606129463612	0.99859113760968	Non-significant
ENSG00000105879:CBLL1	ENSG00000105879	CBLL1	protein_coding	CBLL1	26	0.36660544392671	0.997254476609935	0.511227678863344	0.00760408338195967	0.99859113760968	Non-significant
ENSG00000184709:LRRC26	ENSG00000184709	LRRC26	protein_coding	LRRC26	26	0.00439729163229432	0.223471247797819	-0.509982861785021	0.00777768221327266	0.99859113760968	Non-significant
ENSG00000104327:CALB1	ENSG00000104327	CALB1	protein_coding	CALB1	26	0.132268611695942	0.997254476609935	0.50778367882319	0.00809248901025219	0.99859113760968	Non-significant
ENSG00000277831:AL138960.1	ENSG00000277831	AL138960.1	lncRNA	AL138960.1	25	0.026714052069888	0.678351677283548	0.507712356632046	0.00810287448656347	0.99859113760968	Non-significant
