"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046939","GO:0046939","nucleotide phosphorylation","5/44","135/18866",1.51168622249497e-05,0.000920582255370067,0.000687361047684146,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","5/44","136/18866",1.56668185052768e-05,0.000920582255370067,0.000687361047684146,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","5/44","136/18866",1.56668185052768e-05,0.000920582255370067,0.000687361047684146,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:0046365","GO:0046365","monosaccharide catabolic process","4/44","66/18866",1.66900578233485e-05,0.00094298826701919,0.000704090698458669,"PGK1/TPI1/ENO1/GAPDH",4
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","5/44","139/18866",1.74108334854698e-05,0.000947278310746488,0.000707293898318112,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:0070997","GO:0070997","neuron death","7/44","360/18866",1.81352075341281e-05,0.000951450709558363,0.000710409257539905,"BNIP3/GAPDH/SOD2/BTG2/FAM162A/EGR1/FOS",7
"GO:0006090","GO:0006090","pyruvate metabolic process","5/44","152/18866",2.67894011370834e-05,0.00135702173346122,0.00101323252213579,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","5/44","155/18866",2.94254116344898e-05,0.00144086432303552,0.00107583434818029,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","7/44","413/18866",4.36044388159103e-05,0.00206628776195394,0.00154281240224715,"FGB/FGA/BNIP3/ENO1/MIF/SOD2/FAM162A",7
"GO:0006094","GO:0006094","gluconeogenesis","4/44","91/18866",5.93252261601042e-05,0.00272339866341228,0.00203345018614568,"PGK1/TPI1/ENO1/GAPDH",4
"GO:0019319","GO:0019319","hexose biosynthetic process","4/44","94/18866",6.73466657776497e-05,0.00299794703113234,0.00223844420224277,"PGK1/TPI1/ENO1/GAPDH",4
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","4/44","100/18866",8.57227695166471e-05,0.00370372789470455,0.00276542185251846,"PGK1/TPI1/ENO1/GAPDH",4
"GO:0010661","GO:0010661","positive regulation of muscle cell apoptotic process","3/44","38/18866",9.4311683498308e-05,0.00384844064052818,0.00287347292997769,"BNIP3/PDCD4/SOD2",3
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","3/44","38/18866",9.4311683498308e-05,0.00384844064052818,0.00287347292997769,"FGB/FGA/CIB1",3
"GO:0016052","GO:0016052","carbohydrate catabolic process","5/44","200/18866",9.88460428967868e-05,0.00392445505446973,0.00293022977804984,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:0043114","GO:0043114","regulation of vascular permeability","3/44","45/18866",0.000156842656061978,0.00606320688829069,0.00452714813342331,"C2CD4A/C2CD4B/PTP4A3",3
"GO:0035722","GO:0035722","interleukin-12-mediated signaling pathway","3/44","47/18866",0.000178642882710835,0.00672888191544143,0.00502418039904695,"MIF/PDCD4/SOD2",3
"GO:0010038","GO:0010038","response to metal ion","6/44","366/18866",0.000193803854931372,0.00686181764340941,0.00512343805985641,"NDRG1/FGB/FGA/BNIP3/JUNB/FOS",6
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","5/44","233/18866",0.000201848498558167,0.00686181764340941,0.00512343805985641,"FGB/FGA/ENO1/MIF/SOD2",5
"GO:0071349","GO:0071349","cellular response to interleukin-12","3/44","49/18866",0.000202320485404756,0.00686181764340941,0.00512343805985641,"MIF/PDCD4/SOD2",3
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","4/44","125/18866",0.000203086726501211,0.00686181764340941,0.00512343805985641,"BNIP3/BNIP3L/SOD2/FAM162A",4
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","6/44","370/18866",0.00020552755364875,0.00686181764340941,0.00512343805985641,"FGB/FGA/MIF/GAPDH/CIB1/PTP4A3",6
"GO:0070671","GO:0070671","response to interleukin-12","3/44","50/18866",0.000214884783060625,0.00701479436257908,0.00523765950758296,"MIF/PDCD4/SOD2",3
"GO:0051402","GO:0051402","neuron apoptotic process","5/44","245/18866",0.000254699119163028,0.00798827367165291,0.00596451661772228,"BNIP3/GAPDH/SOD2/BTG2/FAM162A",5
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","3/44","53/18866",0.000255581254300672,0.00798827367165291,0.00596451661772228,"FGB/FGA/CIB1",3
"GO:0051561","GO:0051561","positive regulation of mitochondrial calcium ion concentration","2/44","11/18866",0.00028849920980348,0.00882927790002735,0.00659246001349181,"TGM2/BNIP3",2
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","6/44","401/18866",0.000316640834174903,0.00949276296740678,0.00708785712589149,"PGK1/TPI1/LDHA/ENO1/GAPDH/PAPSS2",6
"GO:0035296","GO:0035296","regulation of tube diameter","4/44","143/18866",0.000339494685727815,0.00955490489443499,0.00713425595643385,"FGB/FGA/EDN3/SOD2",4
"GO:0097746","GO:0097746","regulation of blood vessel diameter","4/44","143/18866",0.000339494685727815,0.00955490489443499,0.00713425595643385,"FGB/FGA/EDN3/SOD2",4
"GO:1905461","GO:1905461","positive regulation of vascular associated smooth muscle cell apoptotic process","2/44","12/18866",0.000345685862707652,0.00955490489443499,0.00713425595643385,"PDCD4/SOD2",2
"GO:0035150","GO:0035150","regulation of tube size","4/44","144/18866",0.000348604528070896,0.00955490489443499,0.00713425595643385,"FGB/FGA/EDN3/SOD2",4
"GO:0050707","GO:0050707","regulation of cytokine secretion","3/44","59/18866",0.000351235442001014,0.00955490489443499,0.00713425595643385,"SOCS1/MIF/GAPDH",3
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","3/44","60/18866",0.000369121105193405,0.00968283756301986,0.00722977803781068,"BNIP3/SOD2/FAM162A",3
"GO:0019229","GO:0019229","regulation of vasoconstriction","3/44","60/18866",0.000369121105193405,0.00968283756301986,0.00722977803781068,"FGB/FGA/EDN3",3
"GO:0051592","GO:0051592","response to calcium ion","4/44","147/18866",0.000376985482034537,0.00971564338787254,0.00725427280295453,"FGB/FGA/JUNB/FOS",4
"GO:0009259","GO:0009259","ribonucleotide metabolic process","6/44","416/18866",0.000385088575821092,0.00975336410139972,0.00728243731407582,"PGK1/TPI1/LDHA/ENO1/GAPDH/PAPSS2",6
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","3/44","62/18866",0.000406629465479178,0.00995564474648187,0.00743347198297023,"FGB/FGA/DSP",3
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","3/44","62/18866",0.000406629465479178,0.00995564474648187,0.00743347198297023,"FGB/FGA/PDCD4",3
"GO:0019693","GO:0019693","ribose phosphate metabolic process","6/44","427/18866",0.000442277038574974,0.0106096983356473,0.00792182699705811,"PGK1/TPI1/LDHA/ENO1/GAPDH/PAPSS2",6
"GO:0045785","GO:0045785","positive regulation of cell adhesion","6/44","428/18866",0.000447788493403765,0.0106096983356473,0.00792182699705811,"CITED2/TGM2/FGB/FGA/SOCS1/CIB1",6
"GO:0010917","GO:0010917","negative regulation of mitochondrial membrane potential","2/44","14/18866",0.00047521577606879,0.0110808250007151,0.00827359797265964,"BNIP3/BNIP3L",2
"GO:0050729","GO:0050729","positive regulation of inflammatory response","4/44","158/18866",0.000495291405760594,0.0113684855478486,0.00848838231583123,"TGM2/C2CD4A/C2CD4B/PDCD4",4
"GO:0006163","GO:0006163","purine nucleotide metabolic process","6/44","442/18866",0.000530751215312887,0.0116880959246927,0.00872702228764986,"PGK1/TPI1/LDHA/ENO1/GAPDH/PAPSS2",6
"GO:0072577","GO:0072577","endothelial cell apoptotic process","3/44","68/18866",0.000533605453139837,0.0116880959246927,0.00872702228764986,"FGB/FGA/PDCD4",3
"GO:1901342","GO:1901342","regulation of vasculature development","6/44","444/18866",0.000543521247478801,0.0116880959246927,0.00872702228764986,"PGK1/BTG1/CIB1/PDCD4/SOD2/EGR1",6
"GO:0045837","GO:0045837","negative regulation of membrane potential","2/44","15/18866",0.000547513441974735,0.0116880959246927,0.00872702228764986,"BNIP3/BNIP3L",2
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","5/44","290/18866",0.000551224717937142,0.0116880959246927,0.00872702228764986,"BNIP3/ENO1/MIF/ERO1A/SOD2",5
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","3/44","69/18866",0.000556954877282836,0.0116880959246927,0.00872702228764986,"BTG2/EGR1/FOS",3
"GO:0051604","GO:0051604","protein maturation","5/44","293/18866",0.000577550054148847,0.0119495919654177,0.00892227066602073,"FGB/FGA/PGK1/ENO1/ERO1A",5
"GO:0034116","GO:0034116","positive regulation of heterotypic cell-cell adhesion","2/44","16/18866",0.000624802642132261,0.0126957720674675,0.00947941277224111,"FGB/FGA",2
"GO:0050663","GO:0050663","cytokine secretion","3/44","72/18866",0.000630899496885721,0.0126957720674675,0.00947941277224111,"SOCS1/MIF/GAPDH",3
"GO:0050714","GO:0050714","positive regulation of protein secretion","4/44","172/18866",0.00068144903787003,0.0135276842787983,0.0101005675314448,"FGB/FGA/MIF/GAPDH",4
"GO:0008306","GO:0008306","associative learning","3/44","76/18866",0.000738851839644464,0.0142362708500163,0.010629640088651,"SYNPO/BTG2/FOS",3
"GO:1903524","GO:1903524","positive regulation of blood circulation","3/44","76/18866",0.000738851839644464,0.0142362708500163,0.010629640088651,"FGB/FGA/EDN3",3
"GO:0072521","GO:0072521","purine-containing compound metabolic process","6/44","472/18866",0.00074880507900406,0.0142362708500163,0.010629640088651,"PGK1/TPI1/LDHA/ENO1/GAPDH/PAPSS2",6
"GO:0046034","GO:0046034","ATP metabolic process","5/44","311/18866",0.000755908186726528,0.0142362708500163,0.010629640088651,"PGK1/TPI1/LDHA/ENO1/GAPDH",5
"GO:1903532","GO:1903532","positive regulation of secretion by cell","5/44","313/18866",0.000778008817393517,0.014467024718368,0.0108019345466228,"FGB/FGA/MIF/GAPDH/EDN3",5
"GO:0042310","GO:0042310","vasoconstriction","3/44","78/18866",0.000796965916350841,0.0146342866389923,0.0109268221689155,"FGB/FGA/EDN3",3
"GO:0007568","GO:0007568","aging","5/44","319/18866",0.00084722124403914,0.0153650371295493,0.0114724436164884,"MIF/ERO1A/PDCD4/SOD2/FOS",5
"GO:0034393","GO:0034393","positive regulation of smooth muscle cell apoptotic process","2/44","19/18866",0.000886393709872166,0.015501337616693,0.0115742136050977,"PDCD4/SOD2",2
"GO:1905288","GO:1905288","vascular associated smooth muscle cell apoptotic process","2/44","19/18866",0.000886393709872166,0.015501337616693,0.0115742136050977,"PDCD4/SOD2",2
"GO:1905459","GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","2/44","19/18866",0.000886393709872166,0.015501337616693,0.0115742136050977,"PDCD4/SOD2",2
"GO:0002793","GO:0002793","positive regulation of peptide secretion","4/44","193/18866",0.00104668477912423,0.0178690813859219,0.013342110855312,"FGB/FGA/MIF/GAPDH",4
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","3/44","86/18866",0.00105827779480953,0.0178690813859219,0.013342110855312,"FGB/FGA/DSP",3
"GO:0097756","GO:0097756","negative regulation of blood vessel diameter","3/44","86/18866",0.00105827779480953,0.0178690813859219,0.013342110855312,"FGB/FGA/EDN3",3
"GO:0051047","GO:0051047","positive regulation of secretion","5/44","340/18866",0.00112615757055751,0.0186692228171631,0.0139395436748837,"FGB/FGA/MIF/GAPDH/EDN3",5
"GO:0090559","GO:0090559","regulation of membrane permeability","3/44","88/18866",0.00113108293446393,0.0186692228171631,0.0139395436748837,"BNIP3/BNIP3L/LAPTM4B",3
"GO:0050708","GO:0050708","regulation of protein secretion","5/44","352/18866",0.00131339330658998,0.0214374974153409,0.0160065008826521,"FGB/FGA/SOCS1/MIF/GAPDH",5
"GO:0051222","GO:0051222","positive regulation of protein transport","5/44","354/18866",0.00134671130618244,0.0216125458694785,0.0161372023904529,"FGB/FGA/MIF/GAPDH/CIB1",5
"GO:0010660","GO:0010660","regulation of muscle cell apoptotic process","3/44","94/18866",0.00136825511631143,0.0216125458694785,0.0161372023904529,"BNIP3/PDCD4/SOD2",3
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","3/44","94/18866",0.00136825511631143,0.0216125458694785,0.0161372023904529,"FGB/FGA/PDCD4",3
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","5/44","359/18866",0.00143274519210097,0.0223904541191098,0.0167180346043584,"CITED2/VIM/PDCD4/EGR1/FOS",5
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","4/44","213/18866",0.00150566584847638,0.0228880098632352,0.0170895390903164,"PGK1/TPI1/ENO1/GAPDH",4
"GO:0006006","GO:0006006","glucose metabolic process","4/44","214/18866",0.00153175884285895,0.0228880098632352,0.0170895390903164,"PGK1/TPI1/ENO1/GAPDH",4
"GO:0045109","GO:0045109","intermediate filament organization","2/44","25/18866",0.0015413180683923,0.0228880098632352,0.0170895390903164,"DSP/VIM",2
"GO:0010657","GO:0010657","muscle cell apoptotic process","3/44","98/18866",0.00154248670963941,0.0228880098632352,0.0170895390903164,"BNIP3/PDCD4/SOD2",3
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","3/44","98/18866",0.00154248670963941,0.0228880098632352,0.0170895390903164,"ENO1/MIF/SOD2",3
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/44","215/18866",0.00155816607455233,0.0228894596351737,0.0170906215756161,"FGB/FGA/MIF/CIB1",4
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","2/44","26/18866",0.00166729118159436,0.0237791334540012,0.0177549045602588,"FGB/FGA",2
"GO:0042730","GO:0042730","fibrinolysis","2/44","26/18866",0.00166729118159436,0.0237791334540012,0.0177549045602588,"FGB/FGA",2
"GO:0051560","GO:0051560","mitochondrial calcium ion homeostasis","2/44","26/18866",0.00166729118159436,0.0237791334540012,0.0177549045602588,"TGM2/BNIP3",2
"GO:0016485","GO:0016485","protein processing","4/44","223/18866",0.00178097785693364,0.0251550322440564,0.0187822318070343,"FGB/FGA/PGK1/ENO1",4
"GO:0018126","GO:0018126","protein hydroxylation","2/44","27/18866",0.00179801115427224,0.0251550322440564,0.0187822318070343,"PLOD2/ERO1A",2
"GO:0002791","GO:0002791","regulation of peptide secretion","5/44","381/18866",0.00186037366085281,0.025587811967253,0.0191053706924708,"FGB/FGA/SOCS1/MIF/GAPDH",5
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","3/44","106/18866",0.00193130658136795,0.025587811967253,0.0191053706924708,"FGB/FGA/CIB1",3
"GO:0072376","GO:0072376","protein activation cascade","2/44","28/18866",0.00193345617996262,0.025587811967253,0.0191053706924708,"FGB/FGA",2
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","2/44","28/18866",0.00193345617996262,0.025587811967253,0.0191053706924708,"FGB/FGA",2
"GO:0090200","GO:0090200","positive regulation of release of cytochrome c from mitochondria","2/44","28/18866",0.00193345617996262,0.025587811967253,0.0191053706924708,"BNIP3/FAM162A",2
"GO:1905063","GO:1905063","regulation of vascular associated smooth muscle cell differentiation","2/44","28/18866",0.00193345617996262,0.025587811967253,0.0191053706924708,"PDCD4/SOD2",2
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","3/44","107/18866",0.00198380134817655,0.0260196801827799,0.0194278289924809,"NDRG1/MIF/BTG2",3
"GO:0000302","GO:0000302","response to reactive oxygen species","4/44","235/18866",0.00215539072840079,0.027532773739311,0.0205575939495984,"LDHA/BNIP3/SOD2/FOS",4
"GO:0045444","GO:0045444","fat cell differentiation","4/44","235/18866",0.00215539072840079,0.027532773739311,0.0205575939495984,"CEBPD/SOCS1/BNIP3/ERO1A",4
"GO:1904018","GO:1904018","positive regulation of vasculature development","4/44","235/18866",0.00215539072840079,0.027532773739311,0.0205575939495984,"BTG1/CIB1/SOD2/EGR1",4
"GO:0002526","GO:0002526","acute inflammatory response","3/44","111/18866",0.00220266273940322,0.027894065208477,0.0208273554851013,"SERPINA1/C2CD4A/C2CD4B",3
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","2/44","31/18866",0.00236792458757825,0.0297306087107047,0.0221986272627668,"C2CD4A/C2CD4B",2
"GO:1904019","GO:1904019","epithelial cell apoptotic process","3/44","117/18866",0.00255816758829047,0.0318470185355822,0.0237788637555635,"FGB/FGA/PDCD4",3
"GO:0018149","GO:0018149","peptide cross-linking","2/44","34/18866",0.00284414031766238,0.0340908703648469,0.0254542559708863,"TGM2/DSP",2
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","2/44","34/18866",0.00284414031766238,0.0340908703648469,0.0254542559708863,"FGB/FGA",2
"GO:0050715","GO:0050715","positive regulation of cytokine secretion","2/44","34/18866",0.00284414031766238,0.0340908703648469,0.0254542559708863,"MIF/GAPDH",2
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","2/44","34/18866",0.00284414031766238,0.0340908703648469,0.0254542559708863,"FGB/FGA",2
"GO:0019318","GO:0019318","hexose metabolic process","4/44","254/18866",0.00285444319596744,0.0340908703648469,0.0254542559708863,"PGK1/TPI1/ENO1/GAPDH",4
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","3/44","122/18866",0.00288004798332122,0.0341192781249909,0.0254754668813303,"FGB/FGA/CIB1",3
"GO:0034390","GO:0034390","smooth muscle cell apoptotic process","2/44","35/18866",0.00301205614640831,0.0351167498339191,0.0262202381333121,"PDCD4/SOD2",2
"GO:0034391","GO:0034391","regulation of smooth muscle cell apoptotic process","2/44","35/18866",0.00301205614640831,0.0351167498339191,0.0262202381333121,"PDCD4/SOD2",2
"GO:0002576","GO:0002576","platelet degranulation","3/44","129/18866",0.0033710037399819,0.0389921613703419,0.0291138491260766,"FGB/FGA/SERPINA1",3
"GO:0046887","GO:0046887","positive regulation of hormone secretion","3/44","131/18866",0.00352010549688731,0.0403987107416207,0.0301640619058929,"FGB/FGA/EDN3",3
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","3/44","133/18866",0.0036731941737259,0.0418164852094754,0.0312226560053551,"NDRG1/MIF/BTG2",3
"GO:0035886","GO:0035886","vascular associated smooth muscle cell differentiation","2/44","39/18866",0.00372903986551482,0.0418164852094754,0.0312226560053551,"PDCD4/SOD2",2
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","2/44","39/18866",0.00372903986551482,0.0418164852094754,0.0312226560053551,"PDCD4/SOD2",2
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","2/44","40/18866",0.00391951058700434,0.0436194019114347,0.0325688200291748,"EGR1/FOS",2
"GO:0019730","GO:0019730","antimicrobial humoral response","3/44","137/18866",0.00399146467834025,0.0437689352241407,0.0326804704263943,"FGB/FGA/GAPDH",3
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","4/44","279/18866",0.00399253731792706,0.0437689352241407,0.0326804704263943,"CITED2/FGB/FGA/SOCS1",4
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","5/44","456/18866",0.00403395849968421,0.0438954447113785,0.0327749298765766,"TGM2/BNIP3/SYNPO/ERO1A/EDN3",5
"GO:0006979","GO:0006979","response to oxidative stress","5/44","458/18866",0.00410946417407643,0.04411749422216,0.0329407251474262,"LDHA/BNIP3/ERO1A/SOD2/FOS",5
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/44","41/18866",0.00411442934542948,0.04411749422216,0.0329407251474262,"FGB/FGA",2
"GO:0009306","GO:0009306","protein secretion","5/44","462/18866",0.00426351638360351,0.0453848229529967,0.0338869875798234,"FGB/FGA/SOCS1/MIF/GAPDH",5
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","5/44","463/18866",0.00430266846234451,0.0454720861236265,0.033952143413578,"FGB/FGA/SOCS1/MIF/GAPDH",5
"GO:0055074","GO:0055074","calcium ion homeostasis","5/44","468/18866",0.00450231022437473,0.0470655907217355,0.0351419480004646,"TGM2/BNIP3/SYNPO/ERO1A/EDN3",5
"GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","2/44","43/18866",0.00451752776838986,0.0470655907217355,0.0351419480004646,"BNIP3/BNIP3L",2
"GO:0071692","GO:0071692","protein localization to extracellular region","5/44","470/18866",0.00458399583864977,0.0474217597674402,0.0354078848322688,"FGB/FGA/SOCS1/MIF/GAPDH",5
"GO:0007612","GO:0007612","learning","3/44","145/18866",0.00467726708459006,0.0480482891416979,0.0358756886429359,"SYNPO/BTG2/FOS",3
"GO:0042181","GO:0042181","ketone biosynthetic process","2/44","44/18866",0.00472566600306224,0.0482083566562392,0.0359952044970092,"TPI1/EGR1",2
"GO:0005996","GO:0005996","monosaccharide metabolic process","4/44","296/18866",0.00492173375287654,0.0498622543653492,0.0372301021451714,"PGK1/TPI1/ENO1/GAPDH",4
